Item,2018,2019,2020,2021,2022
Cash Only,15.5B,16.47B,13.86B,12.93B,17.3B
Cash Growth,-,6.32%,-15.90%,-6.65%,33.75%
Total Investment Assets,479.25B,522.76B,553.62B,492.2B,417.44B
Investments Growth,-,9.08%,5.90%,-11.09%,-15.19%
Total Fixed Income Securities Investment,384.96B,421.91B,447.96B,390.44B,320.5B
Bonds,384.96B,421.91B,447.96B,390.44B,320.5B
Redeemable Preferred Stock,-,-,-,-,-
Total Equity Securities Investment,7.7B,9.31B,10.18B,10.85B,9.05B
Common Stocks,7.37B,9.02B,9.87B,10.49B,8.8B
Non-Redeemable Preferred Stock,325M,296M,308M,358M,254M
Real Estate Assets,2.47B,2.39B,2.03B,1.79B,1.62B
"Mortgage, Policy & Other Loans",71.85B,75.66B,76.7B,69.05B,66.79B
Other Investments,12.06B,13.22B,16.1B,20.04B,19.48B
Yield On Investment,-,-,-,-,-
Premium Balance Receivables,-,-,-,-,-
Premium Balance Growth,-,-,-,-,-
"Net Property, Plant & Equipment",-,554M,466M,395M,340M
Investment in Unconsolidated Subs.,-,-,-,-,-
Other Assets (Including Intangibles),320.34B,356.76B,372.78B,432.05B,250.62B
Separate & Variable Account Assets,279.14B,312.28B,327.28B,246.15B,197.68B
Deferred Charges,23.54B,23.05B,22.27B,21.94B,23.53B
Tangible Other Assets,17.66B,21.43B,23.23B,163.97B,29.42B
Intangible Assets,-,-,-,-,-
Total Assets,815.08B,896.55B,940.72B,937.58B,689.92B
Assets - Total - 1 Year Growth,-,10.00%,4.93%,-0.33%,-26.42%
Return On Average Assets,-,-,-,-,-0.18%
