Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,6.16B,8.21B,6.69B,5.63B,9.24B
Cash & Short Term Investments Growth,-,33.15%,-18.43%,-15.95%,64.29%
Cash Only,5.92B,5.18B,3.09B,5.18B,6.46B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,8.81%,11.64%,10.69%,6.21%,9.85%
Total Accounts Receivable,4.07B,3.4B,2.75B,6.67B,7.09B
Total Accounts Receivable Growth,-,-16.38%,-19.02%,142.19%,6.27%
"Accounts Receivables, Net",4.07B,3.4B,2.75B,6.67B,7.09B
"Accounts Receivables, Gross",4.09B,3.41B,2.76B,6.67B,7.09B
Bad Debt/Doubtful Accounts,(25M),(13M),(4M),(2M),(2M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,8.94,9.53,6.81,6.90,11.09
Inventories,1.01B,1.03B,1B,1.21B,1.22B
Finished Goods,432M,472M,461M,647M,641M
Work in Progress,-,-,-,-,-
Raw Materials,575M,554M,541M,561M,578M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,2.04B,4.28B,1.62B,2.55B,1.2B
Miscellaneous Current Assets,2.04B,4.28B,1.62B,2.55B,1.2B
Total Current Assets,13.27B,16.91B,12.07B,16.05B,18.75B
"Net Property, Plant & Equipment",45.7B,43.17B,40.68B,65.56B,65.4B
"Property, Plant & Equipment - Gross",110.6B,98.64B,102.89B,130.3B,132.03B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",110.6B,97.75B,102.11B,129.65B,131.5B
Accumulated Depreciation,64.9B,55.48B,62.21B,64.74B,66.63B
Total Investments and Advances,9.7B,8.88B,8.25B,7.31B,8.56B
Other Long-Term Investments,362M,428M,540M,607M,1.07B
Long-Term Note Receivables,238M,243M,137M,98M,142M
Intangible Assets,-,-,-,-,-
Net Goodwill,-,-,-,-,-
Net Other Intangibles,-,-,-,-,-
Other Assets,626M,1.13B,1.13B,1.31B,734M
Total Assets,69.98B,70.51B,62.62B,90.66B,93.83B
Total Assets Growth,-,0.76%,-11.20%,44.78%,3.49%
