Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,731M,1.81B,1.38B,579M,558M
Cash & Short Term Investments Growth,-,147.06%,-23.53%,-58.07%,-3.63%
Cash Only,731M,1.81B,1.38B,579M,558M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,4.42%,10.40%,7.57%,2.94%,2.80%
Total Accounts Receivable,1.8B,1.63B,1.74B,2.56B,2.59B
Total Accounts Receivable Growth,-,-9.49%,6.56%,47.30%,1.33%
"Accounts Receivables, Net",1.28B,1.19B,1.34B,2.02B,2.11B
"Accounts Receivables, Gross",1.31B,1.2B,1.35B,2.03B,2.12B
Bad Debt/Doubtful Accounts,(31M),(17M),(9M),(9M),(12M)
Other Receivable,522M,445M,394M,538M,487M
Accounts Receivable Turnover,6.46,7.02,6.77,5.44,5.89
Inventories,1.27B,1.27B,1.35B,1.8B,2.18B
Finished Goods,614M,548M,557M,821M,729M
Work in Progress,-,-,-,-,-
Raw Materials,727M,808M,889M,1.06B,1.54B
Progress Payments & Other,(70M),(82M),(93M),(90M),(91M)
Other Current Assets,136M,173M,203M,289M,158M
Miscellaneous Current Assets,136M,173M,203M,289M,158M
Total Current Assets,3.94B,4.88B,4.68B,5.22B,5.49B
"Net Property, Plant & Equipment",4.54B,4.71B,5.65B,6.92B,7.49B
"Property, Plant & Equipment - Gross",7.28B,7.77B,9.22B,10.72B,11.56B
Buildings,1.36B,1.43B,1.65B,2.08B,2.16B
Land & Improvements,159M,153M,163M,167M,187M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,2.74B,3.06B,3.56B,3.8B,4.07B
Total Investments and Advances,303M,291M,329M,247M,277M
Other Long-Term Investments,1M,-,8M,63M,84M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,6.66B,6.42B,6.37B,6.07B,5.65B
Net Goodwill,4.48B,4.42B,4.48B,4.38B,4.24B
Net Other Intangibles,2.19B,2B,1.88B,1.69B,1.42B
Other Assets,869M,814M,1B,1.13B,931M
Total Assets,16.55B,17.36B,18.25B,19.71B,19.91B
Total Assets Growth,-,4.87%,5.14%,8.01%,0.99%
