Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,172.5M,189.2M,237.7M,325.7M,271M
Cash & Short Term Investments Growth,-,9.68%,25.63%,37.02%,-16.79%
Cash Only,172.5M,189.2M,237.7M,325.7M,271M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,2.99%,2.85%,3.46%,4.59%,3.73%
Total Accounts Receivable,545.8M,608.2M,620.5M,624.8M,643.3M
Total Accounts Receivable Growth,-,11.43%,2.02%,0.69%,2.96%
"Accounts Receivables, Net",512.6M,608.2M,620.5M,624.8M,643.3M
"Accounts Receivables, Gross",517.2M,614.1M,627.5M,631.8M,649.2M
Bad Debt/Doubtful Accounts,(4.6M),(5.9M),(7M),(7M),(5.9M)
Other Receivable,33.2M,-,-,-,-
Accounts Receivable Turnover,5.70,5.37,5.07,5.86,5.71
Inventories,298M,312.1M,301.7M,363.3M,402.5M
Finished Goods,189.2M,203.1M,190.1M,221.3M,234.5M
Work in Progress,12.6M,13.2M,16M,12.4M,13.1M
Raw Materials,96.2M,95.8M,95.6M,129.6M,154.9M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,72.8M,102.3M,121.5M,136.8M,201.4M
Miscellaneous Current Assets,72.8M,102.3M,121.5M,136.8M,201.4M
Total Current Assets,1.09B,1.21B,1.28B,1.45B,1.52B
"Net Property, Plant & Equipment",212.9M,381.7M,380.7M,374.2M,340.2M
"Property, Plant & Equipment - Gross",475M,697.9M,727M,737.2M,699.7M
Buildings,106.5M,115.3M,-,-,-
Land & Improvements,9.9M,10.1M,-,-,-
Computer Software and Equipment,135.9M,143M,148.9M,150.9M,146.4M
"Other Property, Plant & Equipment",72.1M,85.6M,253.3M,238.8M,244.4M
Accumulated Depreciation,262.1M,316.2M,346.3M,363M,359.5M
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,4.28B,4.36B,4.46B,4.49B,4.64B
Net Goodwill,3.54B,3.68B,3.88B,3.98B,4.14B
Net Other Intangibles,744.3M,678.7M,580.1M,506.6M,498.1M
Other Assets,190.1M,212.4M,248M,284.7M,336.2M
Total Assets,5.78B,6.64B,6.88B,7.1B,7.27B
Total Assets Growth,-,14.96%,3.56%,3.24%,2.39%
