Item,2018,2019,2020,2021,2022
Cash Only,2.83B,2.45B,4.15B,4.44B,4.01B
Cash Growth,-,-13.23%,69.41%,6.84%,-9.73%
Total Investment Assets,1.8B,2.03B,2.01B,3.41B,3.74B
Investments Growth,-,12.44%,-0.69%,69.77%,9.46%
Total Fixed Income Securities Investment,1.68B,1.94B,1.88B,3.2B,3.46B
Bonds,1.68B,1.94B,1.88B,3.2B,3.46B
Redeemable Preferred Stock,-,-,-,-,-
Total Equity Securities Investment,-,-,-,-,-
Common Stocks,-,-,-,-,-
Non-Redeemable Preferred Stock,-,-,-,-,-
Real Estate Assets,-,-,-,-,-
"Mortgage, Policy & Other Loans",-,-,-,-,-
Other Investments,124M,86M,136M,212M,280M
Yield On Investment,-,-,-,-,-
Premium Balance Receivables,855M,-,-,-,-
Premium Balance Growth,-,-,-,-,-
"Net Property, Plant & Equipment",241M,385M,391M,396M,302M
Investment in Unconsolidated Subs.,-,-,-,-,-
Other Assets (Including Intangibles),1.31B,1.85B,2.91B,3.86B,4.05B
Separate & Variable Account Assets,-,-,-,-,-
Deferred Charges,-,-,-,-,-
Tangible Other Assets,1.12B,1.67B,1.97B,2.6B,2.66B
Intangible Assets,190M,172M,941M,1.25B,1.39B
Total Assets,7.16B,6.8B,9.56B,12.22B,12.33B
Assets - Total - 1 Year Growth,-,-5.08%,40.69%,27.84%,0.87%
Return On Average Assets,-,-,-,-,6.45%
