Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,1.46B,858M,742M,580M,334M
Cash & Short Term Investments Growth,-,-41.31%,-13.52%,-21.83%,-42.41%
Cash Only,1.46B,858M,742M,580M,334M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,6.86%,4.24%,4.13%,3.41%,1.68%
Total Accounts Receivable,1.08B,1.12B,747M,1.14B,1.15B
Total Accounts Receivable Growth,-,3.99%,-33.42%,52.88%,0.35%
"Accounts Receivables, Net",1.08B,1.12B,747M,1.14B,1.15B
"Accounts Receivables, Gross",1.09B,1.13B,769M,1.16B,1.16B
Bad Debt/Doubtful Accounts,(11M),(11M),(22M),(15M),(10M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,5.47,4.51,4.15,4.90,6.58
Inventories,96M,72M,76M,77M,125M
Finished Goods,11M,10M,10M,8M,15M
Work in Progress,-,-,-,-,-
Raw Materials,85M,62M,66M,69M,110M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,284M,83M,47M,22M,66M
Miscellaneous Current Assets,284M,83M,47M,22M,66M
Total Current Assets,2.92B,2.14B,1.61B,1.82B,1.67B
"Net Property, Plant & Equipment",16.8B,17.2B,15.77B,14.56B,17.52B
"Property, Plant & Equipment - Gross",38.63B,35.2B,36.13B,36.97B,41.4B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,21.83B,18B,20.36B,22.41B,23.88B
Total Investments and Advances,745M,666M,476M,477M,592M
Other Long-Term Investments,-,3M,29M,27M,15M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,97M,95M,-,-,-
Net Goodwill,97M,95M,-,-,-
Net Other Intangibles,-,-,-,-,-
Other Assets,361M,150M,97M,138M,113M
Total Assets,21.32B,20.25B,17.96B,16.99B,19.94B
Total Assets Growth,-,-5.05%,-11.31%,-5.36%,17.34%
