Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,311.4M,314.6M,1.26B,149.7M,404.9M
Cash & Short Term Investments Growth,-,1.03%,300.25%,-88.11%,170.47%
Cash Only,311.4M,314.6M,1.26B,149.7M,404.9M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,1.60%,1.53%,5.34%,0.53%,1.62%
Total Accounts Receivable,1.61B,1.45B,1.16B,1.48B,1.23B
Total Accounts Receivable Growth,-,-9.53%,-19.94%,27.24%,-16.92%
"Accounts Receivables, Net",1.49B,1.33B,1.1B,1.38B,1.14B
"Accounts Receivables, Gross",1.59B,1.44B,1.21B,1.47B,1.24B
Bad Debt/Doubtful Accounts,(102M),(112.4M),(110.9M),(95.9M),(106.6M)
Other Receivable,122.7M,126.3M,65.7M,104.1M,95.5M
Accounts Receivable Turnover,8.70,8.88,11.21,10.31,13.77
Inventories,2.37B,2.26B,2.64B,5.42B,5.86B
Finished Goods,1.71B,1.53B,1.88B,3.49B,3.46B
Work in Progress,150.8M,162M,169.2M,394.8M,338.7M
Raw Materials,515.3M,567M,586.1M,1.54B,2.06B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,276.7M,432.4M,973.4M,1.48B,477.7M
Miscellaneous Current Assets,36.2M,37M,646.6M,968.1M,36.3M
Total Current Assets,4.57B,4.46B,6.04B,8.53B,7.97B
"Net Property, Plant & Equipment",1.92B,2.49B,2.41B,2.76B,2.78B
"Property, Plant & Equipment - Gross",3.97B,4.83B,4.84B,5.4B,5.51B
Buildings,625.6M,630.3M,639.9M,738.5M,793M
Land & Improvements,168.1M,164.8M,193.2M,203.9M,197.4M
Computer Software and Equipment,452.5M,510.8M,425.5M,470.6M,501.4M
"Other Property, Plant & Equipment",157.8M,172.1M,162.9M,167.2M,191.7M
Accumulated Depreciation,2.05B,2.33B,2.43B,2.64B,2.72B
Total Investments and Advances,12.4M,15.6M,-,3.3M,-
Other Long-Term Investments,12.4M,15.6M,-,3.3M,-
Long-Term Note Receivables,153.7M,146.1M,-,-,-
Intangible Assets,12.44B,12.86B,11.92B,13.29B,12.98B
Net Goodwill,8.96B,9.24B,8.09B,8.59B,8.5B
Net Other Intangibles,3.48B,3.62B,3.84B,4.7B,4.47B
Other Assets,316.2M,623.9M,3.2B,3.6B,1.23B
Total Assets,19.41B,20.6B,23.57B,28.18B,24.96B
Total Assets Growth,-,6.12%,14.42%,19.58%,-11.41%
