Item,2019,2020,2021,2022,2023
Cash & Short Term Investments,729M,876M,5.2B,1.4B,1.73B
Cash & Short Term Investments Growth,-,20.16%,493.15%,-72.98%,23.36%
Cash Only,511M,716M,4.69B,1.13B,1.35B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,2.10%,2.14%,10.76%,3.03%,3.96%
Total Accounts Receivable,-,-,-,-,-
Total Accounts Receivable Growth,-,-,-,-,-
"Accounts Receivables, Net",-,-,-,-,-
"Accounts Receivables, Gross",-,-,-,-,-
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,-,-,-,-,-
Inventories,12.56B,13.18B,16.19B,17.61B,18.53B
Finished Goods,12.56B,13.18B,16.19B,17.61B,18.53B
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,938M,1.26B,937M,1.05B,1.18B
Miscellaneous Current Assets,938M,1.26B,937M,1.05B,1.18B
Total Current Assets,14.23B,15.32B,22.33B,20.06B,21.44B
"Net Property, Plant & Equipment",18.43B,22.56B,22.99B,23.18B,21.09B
"Property, Plant & Equipment - Gross",35.86B,39.84B,40.53B,41.07B,-
Buildings,18.05B,17.86B,18.09B,18.43B,-
Land & Improvements,7.2B,7.2B,7.32B,7.28B,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,17.43B,17.28B,17.55B,17.89B,-
Total Investments and Advances,256M,372M,200M,247M,121M
Other Long-Term Investments,256M,372M,200M,247M,121M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,303M,562M,311M,833M,-
Net Goodwill,303M,303M,311M,311M,-
Net Other Intangibles,-,259M,-,522M,-
Other Assets,995M,443M,571M,157M,810M
Total Assets,34.64B,40.99B,48.29B,46.33B,43.71B
Total Assets Growth,-,18.33%,17.81%,-4.06%,-5.66%
