Item,2018,2019,2020,2021,2022
Total Cash & Due from Banks,678M,732M,1.09B,913M,887M
Cash & Due from Banks Growth,-,7.96%,49.04%,-16.32%,-2.85%
Investments - Total,36.11B,36.33B,55.46B,67.34B,54.38B
Investments Growth,-,0.61%,52.64%,21.43%,-19.24%
Trading Account Securities,849M,1.04B,735M,701M,829M
Federal Funds Sold & Securities Purchased,-,-,-,-,-
Federal Funds Sold,-,-,-,-,-
Securities Bought Under Resale Agreement,-,-,-,-,-
Treasury Securities,147M,334M,1B,9.47B,9.42B
Federal Agency Securities,-,-,-,-,-
State & Municipal Securities,7M,4M,-,-,-
Mortgage Backed Securities,30.76B,31.54B,34.1B,40.93B,36.99B
Other Securities,32M,37M,47M,2.5B,1.42B
Other Investments,4.32B,3.38B,19.57B,13.74B,5.73B
Net Loans,88.67B,93.75B,99.56B,100.79B,118.06B
Gross Loans - Net of Unearned Income,89.55B,94.65B,101.19B,101.85B,119.39B
Commercial & Industrial Loans,45.75B,48.3B,52.91B,50.53B,59.65B
Consumer & Installment Loans,6.59B,9.32B,10.55B,6.8B,7.58B
Real Estate Mortgage Loans,32.61B,32.35B,33.33B,40.46B,48.23B
Lease Financing Loans,4.61B,4.69B,4.4B,4.07B,3.94B
Foreign Loans,-,-,-,-,-
Broker & Financial Institution Loans,-,-,-,-,-
Unspecified/Other Loans,-,-,-,-,-
Unearned Income,-,-,-,-,-
Loan Loss Allowances (Reserves),(883M),(900M),(1.63B),(1.06B),(1.34B)
Customer Liability on Acceptances,-,-,-,-,-
Loans - 1 Yr Growth Rate,-,5.73%,6.20%,1.24%,17.13%
Loans (Total) / Total Deposits,-,-,-,-,-
Loans (Total) / Total Assets,-,-,-,-,-
"Net Property, Plant & Equipment",1.88B,1.47B,1.38B,1.28B,1.16B
Other Assets (Including Intangibles),11.35B,12.07B,11.88B,13.62B,12.87B
Other Assets,8.52B,9.15B,9.03B,10.8B,10.03B
Intangible Assets,2.83B,2.92B,2.85B,2.82B,2.85B
Interest Receivables,-,-,241M,198M,417M
Total Assets,140.31B,144.99B,171.5B,187.26B,189.81B
Assets - Total Growth,-,3.34%,18.29%,9.19%,1.36%
Return On Average Assets,-,-,-,-,1.01%
