Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,816.59M,648.32M,1.06B,1.98B,1.47B
Cash & Short Term Investments Growth,-,-20.61%,62.86%,87.33%,-25.65%
Cash Only,816.59M,648.32M,1.06B,1.98B,1.02B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,4.00%,3.03%,4.92%,3.78%,2.92%
Total Accounts Receivable,639.72M,635.14M,737.54M,1.46B,1.8B
Total Accounts Receivable Growth,-,-0.72%,16.12%,97.83%,23.40%
"Accounts Receivables, Net",639.72M,635.14M,737.54M,1.46B,1.8B
"Accounts Receivables, Gross",642M,643.52M,741.89M,1.46B,1.81B
Bad Debt/Doubtful Accounts,(2.28M),(8.39M),(4.35M),(2.66M),(4.57M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,9.73,9.43,7.60,5.02,6.67
Inventories,586.76M,609.89M,608.26M,1.2B,1.4B
Finished Goods,180.34M,174.03M,130.76M,270.34M,384.36M
Work in Progress,375.91M,400.41M,443.69M,858.63M,904.65M
Raw Materials,30.51M,35.45M,33.81M,71.64M,110.91M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,69.06M,91.78M,116.03M,740.69M,267.04M
Miscellaneous Current Assets,69.06M,91.78M,116.03M,740.69M,267.04M
Total Current Assets,2.11B,1.99B,2.52B,5.38B,4.94B
"Net Property, Plant & Equipment",1.15B,1.22B,1.38B,2.26B,2.66B
"Property, Plant & Equipment - Gross",3.53B,3.81B,4.14B,5.21B,5.81B
Buildings,873.19M,956.1M,974.6M,1.39B,1.46B
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",176.61M,245.67M,243.21M,332.05M,271.71M
Accumulated Depreciation,2.37B,2.59B,2.77B,2.96B,3.15B
Total Investments and Advances,28.73M,30.17M,86.73M,127.86M,122.29M
Other Long-Term Investments,28.73M,30.17M,86.73M,127.86M,122.29M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,17.03B,16.47B,15.93B,42.19B,40.18B
Net Goodwill,12.25B,12.26B,12.28B,26.92B,26.91B
Net Other Intangibles,4.78B,4.22B,3.65B,15.27B,13.27B
Other Assets,102.72M,100.87M,55.23M,104.4M,134.34M
Total Assets,20.44B,21.39B,21.47B,52.32B,50.3B
Total Assets Growth,-,4.67%,0.36%,143.71%,-3.86%
