Item,2018,2019,2020,2021,2022
Total Cash & Due from Banks,1.61B,1.43B,1.55B,1.34B,1.52B
Cash & Due from Banks Growth,-,-10.75%,8.37%,-13.86%,13.43%
Investments - Total,21.03B,17.2B,31.86B,49.54B,50.75B
Investments Growth,-,-18.19%,85.22%,55.51%,2.43%
Trading Account Securities,185.58M,470.13M,1.07B,468.03M,117.85M
Federal Funds Sold & Securities Purchased,-,3.5M,-,-,3M
Federal Funds Sold,-,3.5M,-,-,3M
Securities Bought Under Resale Agreement,-,-,-,-,-
Treasury Securities,1.78B,259.63M,12.34M,681.74M,8.72B
Federal Agency Securities,-,-,-,-,-
State & Municipal Securities,9.15M,4.92M,1.53M,177K,2.58B
Mortgage Backed Securities,10.08B,8.58B,6.43B,5.88B,12.8B
Other Securities,224.49M,270.56M,225.66M,202M,326.81M
Other Investments,8.75B,7.61B,24.13B,42.31B,26.2B
Net Loans,87.45B,89.87B,96.8B,91.44B,129.64B
Gross Loans - Net of Unearned Income,88.2B,90.66B,98.2B,92.69B,131.05B
Commercial & Industrial Loans,22.98B,23.84B,27.57B,23.47B,41.85B
Consumer & Installment Loans,9.11B,10.91B,12.58B,14.41B,15.59B
Real Estate Mortgage Loans,56.38B,56.18B,58.38B,55.03B,74.13B
Lease Financing Loans,-,-,-,-,-
Foreign Loans,-,-,-,-,-
Broker & Financial Institution Loans,-,-,-,-,-
Unspecified/Other Loans,-,-,-,-,-
Unearned Income,(267.02M),(265.66M),(339.92M),(224.23M),(509.99M)
Loan Loss Allowances (Reserves),(1.02B),(1.05B),(1.74B),(1.47B),(1.93B)
Customer Liability on Acceptances,-,-,-,-,-
Loans - 1 Yr Growth Rate,-,2.77%,7.71%,-5.53%,41.77%
Loans (Total) / Total Deposits,-,-,-,-,-
Loans (Total) / Total Assets,-,-,-,-,-
"Net Property, Plant & Equipment",647.41M,1.14B,1.16B,1.14B,1.65B
Other Assets (Including Intangibles),9.37B,10.23B,11.23B,11.3B,16.53B
Other Assets,4.73B,5.6B,6.62B,6.71B,7.83B
Intangible Assets,4.64B,4.62B,4.61B,4.6B,8.7B
Interest Receivables,-,-,-,335.16M,646.25M
Total Assets,120.1B,119.87B,142.6B,155.11B,200.73B
Assets - Total Growth,-,-0.19%,18.96%,8.77%,29.41%
Return On Average Assets,-,-,-,-,1.12%
