Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,276.58M,270.48M,574.43M,619M,658.63M
Cash & Short Term Investments Growth,-,-2.21%,112.37%,7.76%,6.40%
Cash Only,276.58M,270.48M,574.43M,619M,658.63M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,14.53%,11.70%,22.46%,20.97%,22.22%
Total Accounts Receivable,794.45M,832.8M,714.16M,984.69M,1.02B
Total Accounts Receivable Growth,-,4.83%,-14.25%,37.88%,3.41%
"Accounts Receivables, Net",794.45M,832.8M,714.16M,984.69M,1.02B
"Accounts Receivables, Gross",822.12M,861.55M,733.78M,1.01B,1.04B
Bad Debt/Doubtful Accounts,(27.68M),(28.76M),(19.62M),(21.53M),(22.56M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,7.30,7.29,7.15,6.56,7.11
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,402.59M,525.57M,554.15M,664.86M,552.09M
Miscellaneous Current Assets,402.59M,441.21M,456.48M,595.33M,482.7M
Total Current Assets,1.47B,1.63B,1.84B,2.27B,2.23B
"Net Property, Plant & Equipment",125.18M,369.41M,372.51M,322.2M,311.69M
"Property, Plant & Equipment - Gross",834.23M,936.04M,928.37M,890.51M,850.38M
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,555.97M,456.23M,409.77M,403.42M,379.89M
"Other Property, Plant & Equipment",278.26M,238.78M,255.92M,258.3M,268.49M
Accumulated Depreciation,709.06M,566.62M,555.87M,568.32M,538.7M
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,213.11M,212.12M,228.65M,226.19M,243.13M
Net Goodwill,209.96M,210.36M,223.06M,222.86M,237.81M
Net Other Intangibles,3.15M,1.75M,5.59M,3.33M,5.32M
Other Assets,-,-,-,-,56.11M
Total Assets,1.9B,2.31B,2.56B,2.95B,2.96B
Total Assets Growth,-,21.46%,10.64%,15.44%,0.41%
