Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,733M,965M,443M,3.57B,357M
Cash & Short Term Investments Growth,-,31.65%,-54.09%,706.32%,-90.01%
Cash Only,624M,818M,443M,3.57B,357M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,1.69%,2.11%,0.92%,10.75%,0.94%
Total Accounts Receivable,1.27B,1.3B,990M,948M,1.6B
Total Accounts Receivable Growth,-,2.37%,-23.61%,-4.24%,68.57%
"Accounts Receivables, Net",1.16B,1.19B,904M,890M,1.45B
"Accounts Receivables, Gross",1.22B,1.25B,975M,955M,1.54B
Bad Debt/Doubtful Accounts,(56M),(58M),(71M),(65M),(87M)
Other Receivable,107M,105M,86M,58M,150M
Accounts Receivable Turnover,6.15,5.99,5.53,6.10,4.94
Inventories,303M,332M,302M,322M,443M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,303M,332M,302M,322M,443M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,130M,174M,19.17B,165M,426M
Miscellaneous Current Assets,60M,95M,19.11B,105M,334M
Total Current Assets,2.43B,2.77B,20.9B,5.01B,2.82B
"Net Property, Plant & Equipment",34.46B,36.58B,24.5B,25.53B,30.3B
"Property, Plant & Equipment - Gross",41.87B,44.74B,30.55B,32.06B,38.7B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",355M,357M,237M,266M,92M
Accumulated Depreciation,7.41B,8.16B,6.05B,6.53B,8.4B
Total Investments and Advances,247M,167M,-,-,5M
Other Long-Term Investments,247M,167M,-,-,5M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,3.88B,3.94B,1.07B,1.06B,2.56B
Net Goodwill,3.16B,3.2B,716M,716M,2.25B
Net Other Intangibles,716M,742M,351M,343M,313M
Other Assets,2.38B,2.23B,1.63B,1.61B,2.14B
Total Assets,43.4B,45.68B,48.12B,33.22B,37.84B
Total Assets Growth,-,5.26%,5.33%,-30.95%,13.89%
