Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,2.12B,2.42B,10.34B,4.49B,8.54B
Cash & Short Term Investments Growth,-,14.26%,327.07%,-56.56%,90.11%
Cash Only,2.12B,2.42B,10.34B,4.49B,8.54B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,3.77%,4.15%,14.97%,4.72%,8.79%
Total Accounts Receivable,4.6B,4.95B,6.47B,8.95B,9.43B
Total Accounts Receivable Growth,-,7.77%,30.69%,38.21%,5.39%
"Accounts Receivables, Net",4.6B,4.95B,6.47B,8.95B,9.43B
"Accounts Receivables, Gross",4.71B,5.05B,6.61B,9.1B,9.62B
Bad Debt/Doubtful Accounts,(117M),(102M),(135M),(150M),(189M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,5.30,5.16,4.98,4.38,4.76
Inventories,3.01B,3.37B,4.03B,5.05B,5.63B
Finished Goods,1.76B,1.88B,2.18B,2.45B,2.57B
Work in Progress,430M,517M,540M,676M,660M
Raw Materials,812M,971M,1.31B,1.92B,2.41B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,907M,1.15B,1.12B,1.63B,1.63B
Miscellaneous Current Assets,907M,1.15B,1.12B,1.63B,1.63B
Total Current Assets,10.63B,11.89B,21.96B,20.11B,25.23B
"Net Property, Plant & Equipment",4.17B,5.45B,6.69B,9.86B,10.87B
"Property, Plant & Equipment - Gross",6.82B,8.46B,10.35B,14.12B,15.86B
Buildings,1.73B,1.87B,2.19B,2.58B,3.15B
Land & Improvements,397M,396M,410M,431M,454M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,2.66B,3.02B,3.67B,4.26B,4.99B
Total Investments and Advances,38M,35M,54M,64M,155M
Other Long-Term Investments,2M,35M,54M,64M,155M
Long-Term Note Receivables,15M,-,11M,9M,-
Intangible Assets,40.33B,39.73B,38.77B,62.07B,58.67B
Net Goodwill,25.35B,25.71B,26.04B,41.92B,41.2B
Net Other Intangibles,14.98B,14.01B,12.73B,20.15B,17.48B
Other Assets,1.06B,1.28B,1.57B,3B,2.22B
Total Assets,56.23B,58.38B,69.05B,95.12B,97.15B
Total Assets Growth,-,3.82%,18.28%,37.76%,2.14%
