Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,178.59M,272.08M,675.81M,361.47M,210.89M
Cash & Short Term Investments Growth,-,52.35%,148.39%,-46.51%,-41.66%
Cash Only,134.28M,232.68M,603.62M,309.17M,173.86M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,9.72%,12.13%,25.41%,7.54%,4.38%
Total Accounts Receivable,303.61M,380.57M,403.92M,539.2M,577.26M
Total Accounts Receivable Growth,-,25.35%,6.13%,33.49%,7.06%
"Accounts Receivables, Net",298.91M,374.09M,382.32M,521.06M,577.26M
"Accounts Receivables, Gross",303.56M,379.83M,391.57M,533.15M,592.02M
Bad Debt/Doubtful Accounts,(4.65M),(5.74M),(9.26M),(12.09M),(14.76M)
Other Receivable,4.7M,6.48M,21.6M,18.14M,-
Accounts Receivable Turnover,3.08,2.85,2.76,2.95,3.21
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,36.66M,27.05M,33.34M,63.66M,59.1M
Miscellaneous Current Assets,3.41M,2.33M,2.48M,8.15M,8.24M
Total Current Assets,518.86M,679.7M,1.11B,964.33M,847.24M
"Net Property, Plant & Equipment",155.18M,190.85M,186.74M,220.91M,223.78M
"Property, Plant & Equipment - Gross",244.52M,303.44M,324.65M,362.3M,394.5M
Buildings,122.24M,137.45M,147.73M,154.22M,159.06M
Land & Improvements,9.96M,18.65M,18.65M,22.52M,22.91M
Computer Software and Equipment,84.65M,99.44M,108.57M,109.69M,121.97M
"Other Property, Plant & Equipment",27.24M,28.51M,30.67M,35.93M,39.37M
Accumulated Depreciation,89.35M,112.58M,137.91M,141.38M,170.72M
Total Investments and Advances,15M,15M,82.64M,46.35M,18.51M
Other Long-Term Investments,15M,15M,82.64M,46.35M,18.51M
Long-Term Note Receivables,16.02M,22.43M,21.42M,13.94M,8.27M
Intangible Assets,1.03B,1.22B,1.17B,3.44B,3.54B
Net Goodwill,753.72M,840.12M,838.43M,2.36B,2.49B
Net Other Intangibles,276.85M,378.91M,331.19M,1.08B,1.05B
Other Assets,55.34M,64.6M,33.79M,45.97M,49.96M
Total Assets,1.84B,2.24B,2.66B,4.79B,4.82B
Total Assets Growth,-,22.14%,18.57%,80.17%,0.51%
