Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,866M,898.5M,3.45B,4.71B,2.58B
Cash & Short Term Investments Growth,-,3.75%,283.87%,36.53%,-45.13%
Cash Only,866M,898.5M,3.45B,4.71B,2.58B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,2.64%,1.89%,6.55%,8.74%,5.12%
Total Accounts Receivable,2.44B,2.22B,2.11B,1.87B,2.12B
Total Accounts Receivable Growth,-,-8.90%,-5.12%,-11.27%,12.96%
"Accounts Receivables, Net",2.44B,2.22B,2.11B,1.87B,2.12B
"Accounts Receivables, Gross",2.44B,2.22B,2.11B,1.87B,2.12B
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,8.61,9.61,9.10,12.40,10.96
Inventories,51.1M,50.2M,51.1M,55.6M,52M
Finished Goods,51.1M,50.2M,51.1M,55.6M,52M
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,694.6M,385M,632.7M,511.3M,673.4M
Miscellaneous Current Assets,694.6M,385M,632.7M,511.3M,673.4M
Total Current Assets,4.05B,3.56B,6.24B,7.15B,5.42B
"Net Property, Plant & Equipment",22.84B,37.42B,38.79B,38.27B,36.34B
"Property, Plant & Equipment - Gross",37.19B,52.31B,55.3B,55.47B,53.6B
Buildings,28.24B,29.61B,31.58B,31.95B,31.43B
Land & Improvements,5.52B,6.03B,6.35B,6.49B,6.69B
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",488.6M,420.4M,425M,447.7M,426.5M
Accumulated Depreciation,14.35B,14.89B,16.52B,17.2B,17.26B
Total Investments and Advances,1.21B,1.47B,1.33B,1.44B,1.09B
Other Long-Term Investments,3.8M,200.7M,35.8M,236.9M,28.7M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,2.33B,2.68B,2.77B,2.78B,3.76B
Net Goodwill,2.33B,2.68B,2.77B,2.78B,2.9B
Net Other Intangibles,-,-,-,-,864.3M
Other Assets,1.16B,1.24B,1.36B,1.86B,1.34B
Total Assets,32.81B,47.51B,52.63B,53.85B,50.44B
Total Assets Growth,-,44.80%,10.77%,2.33%,-6.35%
