Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,175.91M,138.55M,340.23M,433.64M,187M
Cash & Short Term Investments Growth,-,-21.24%,145.56%,27.45%,-56.88%
Cash Only,175.91M,138.55M,340.23M,432.84M,185.67M
Total Short-Term Investments,-,-,-,800K,1.33M
Short-Term Receivables,493.54M,471.08M,401.84M,487.85M,612.93M
Short Term Receivables Growth,-,-4.55%,-14.70%,21.40%,25.64%
Investment Securities,-,-,-,-,-
Investment Securities Growth,-,-,-,-,-
Securities in Custody,-,-,-,-,-
Securities in Custody Growth,-,-,-,-,-
Other Investments,2.39M,50.15M,72.28M,111M,227.17M
"Net Property, Plant & Equipments",-,2.57B,2.37B,2.27B,2.38B
Other Assets (Including Intangibles),3.74B,1.16B,865.51M,2.91B,2.94B
Other Assets,405.72M,(2.47B),(2.29B),105.69M,161.84M
Intangible Assets,3.33B,3.63B,3.16B,2.8B,2.78B
Total Assets,7.21B,9.76B,9.16B,9.8B,10.59B
Total Assets Growth,-,35.30%,-6.17%,7.03%,7.99%
Return On Average Assets,-,-,-,-,4.53%
