Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,429M,679M,1.8B,1.51B,206M
Cash & Short Term Investments Growth,-,58.28%,165.24%,-16.10%,-86.37%
Cash Only,429M,679M,1.8B,1.51B,206M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,1.07%,1.61%,4.05%,3.33%,0.45%
Total Accounts Receivable,1.51B,1.29B,1.44B,1.28B,1.57B
Total Accounts Receivable Growth,-,-14.36%,11.21%,-11.12%,22.83%
"Accounts Receivables, Net",1.24B,1.09B,1.2B,1.03B,1.32B
"Accounts Receivables, Gross",2.21B,2.22B,1.39B,1.2B,1.47B
Bad Debt/Doubtful Accounts,(972M),(1.13B),(190M),(169M),(148M)
Other Receivable,270M,203M,236M,246M,253M
Accounts Receivable Turnover,7.45,8.53,7.50,8.70,7.93
Inventories,252M,281M,317M,260M,421M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,252M,281M,317M,260M,421M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,200M,190M,157M,187M,217M
Miscellaneous Current Assets,200M,190M,157M,187M,217M
Total Current Assets,2.39B,2.44B,3.71B,3.24B,2.42B
"Net Property, Plant & Equipment",29.91B,31.88B,33.56B,35.02B,36.55B
"Property, Plant & Equipment - Gross",40.7B,43.31B,45.5B,47.7B,49.81B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",39.3B,41.6B,43.5B,45.86B,47.75B
Accumulated Depreciation,10.79B,11.43B,11.94B,12.67B,13.26B
Total Investments and Advances,1.3B,1.45B,605M,655M,622M
Other Long-Term Investments,1.3B,1.45B,605M,655M,532M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,5.71B,5.7B,5.69B,5.62B,5.62B
Net Goodwill,5.62B,5.62B,5.62B,5.62B,5.62B
Net Other Intangibles,93M,80M,73M,-,-
Other Assets,750M,827M,895M,899M,906M
Total Assets,40.06B,42.3B,44.46B,45.43B,46.11B
Total Assets Growth,-,5.59%,5.11%,2.18%,1.49%
