Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,18.83B,9.65B,12.22B,31.07B,22.73B
Cash & Short Term Investments Growth,-,-48.78%,26.72%,154.18%,-26.83%
Cash Only,1.17B,1.12B,1.79B,1.94B,416M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,11.81%,5.76%,7.93%,17.12%,11.53%
Total Accounts Receivable,8.03B,6.77B,7.91B,11.48B,10.95B
Total Accounts Receivable Growth,-,-15.61%,16.85%,45.07%,-4.59%
"Accounts Receivables, Net",8.03B,6.77B,7.91B,11.48B,10.95B
"Accounts Receivables, Gross",8.57B,7.27B,8.42B,11.97B,11.4B
Bad Debt/Doubtful Accounts,(541M),(493M),(508M),(492M),(449M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,6.68,6.08,5.26,7.08,9.16
Inventories,7.51B,7.07B,8.02B,9.06B,8.98B
Finished Goods,2.26B,2.27B,2.87B,3.64B,2.6B
Work in Progress,4.7B,4.13B,4.44B,4.42B,5.52B
Raw Materials,546M,672M,716M,994M,859M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,15.56B,9.32B,6.91B,8.09B,8.59B
Miscellaneous Current Assets,15.56B,9.32B,6.91B,8.09B,8.59B
Total Current Assets,49.93B,32.8B,35.07B,59.69B,51.26B
"Net Property, Plant & Equipment",13.39B,14.26B,15.13B,17.72B,19.28B
"Property, Plant & Equipment - Gross",29.98B,29.25B,29.79B,32.8B,34.45B
Buildings,9.92B,9.18B,9B,9B,8.83B
Land & Improvements,500M,495M,443M,423M,368M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",4.69B,4.84B,4.48B,4.46B,4.49B
Accumulated Depreciation,16.59B,14.99B,14.66B,15.07B,15.17B
Total Investments and Advances,2.77B,20.15B,20.26B,21.53B,15.43B
Other Long-Term Investments,1.82B,3.01B,3.41B,5.05B,4.4B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,88.62B,82.14B,77.89B,74.35B,94.75B
Net Goodwill,53.41B,48.2B,49.56B,49.21B,51.38B
Net Other Intangibles,35.21B,33.94B,28.34B,25.15B,43.37B
Other Assets,2.8B,16.34B,3.49B,4.84B,9.8B
Total Assets,159.42B,167.59B,154.23B,181.48B,197.21B
Total Assets Growth,-,5.13%,-7.97%,17.67%,8.67%
