Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,7.6M,35M,313.3M,355.55M,51.93M
Cash & Short Term Investments Growth,-,360.53%,795.15%,13.48%,-85.40%
Cash Only,7.6M,35M,313.3M,355.55M,51.93M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,0.15%,0.63%,5.17%,5.11%,0.65%
Total Accounts Receivable,1.33B,1.24B,1.31B,1.72B,1.86B
Total Accounts Receivable Growth,-,-6.34%,5.48%,31.52%,7.87%
"Accounts Receivables, Net",1.05B,1.01B,1.12B,1.51B,1.53B
"Accounts Receivables, Gross",1.06B,1.03B,1.14B,1.52B,1.55B
Bad Debt/Doubtful Accounts,(7.65M),(22.5M),(18.4M),(16.8M),(22.3M)
Other Receivable,274.51M,230.33M,185.85M,216.62M,330.76M
Accounts Receivable Turnover,6.50,7.38,7.35,7.06,7.97
Inventories,21.98M,21.11M,23.8M,25.03M,40.6M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,21.98M,21.11M,23.8M,25.03M,40.6M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,147.2M,183.03M,194.76M,209.55M,260.41M
Miscellaneous Current Assets,-,-,-,209.55M,260.41M
Total Current Assets,1.5B,1.48B,1.84B,2.31B,2.21B
"Net Property, Plant & Equipment",3.45B,3.75B,3.83B,4.25B,5.29B
"Property, Plant & Equipment - Gross",5.33B,5.77B,6.05B,6.86B,8.31B
Buildings,-,-,-,-,-
Land & Improvements,49.49M,58.69M,62.15M,67.54M,88.7M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",562.9M,744.37M,854.9M,945.65M,1.1B
Accumulated Depreciation,1.88B,2.02B,2.22B,2.61B,3.02B
Total Investments and Advances,15.7M,25.2M,35.6M,32.3M,25.1M
Other Long-Term Investments,15.7M,25.2M,35.6M,32.3M,25.1M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,105.16M,202.83M,212.12M,191.09M,236.39M
Net Goodwill,40.09M,96.33M,105.37M,100.52M,120.45M
Net Other Intangibles,65.07M,106.51M,106.76M,90.57M,115.94M
Other Assets,22.7M,15.16M,12.82M,6.33M,23.6M
Total Assets,5.18B,5.58B,6.07B,6.95B,8B
Total Assets Growth,-,7.76%,8.66%,14.65%,15.11%
