Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,459.14M,687.64M,1.73B,634.69M,998.26M
Cash & Short Term Investments Growth,-,49.77%,151.83%,-63.35%,57.28%
Cash Only,459.14M,672.9M,1.71B,613.53M,982.11M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,5.50%,8.25%,17.48%,5.00%,7.50%
Total Accounts Receivable,604.43M,594.32M,743.87M,904.01M,874.77M
Total Accounts Receivable Growth,-,-1.67%,25.16%,21.53%,-3.23%
"Accounts Receivables, Net",600.44M,574.4M,702.42M,895.72M,867.59M
"Accounts Receivables, Gross",604.49M,578.46M,706.43M,899.75M,871.1M
Bad Debt/Doubtful Accounts,(4.05M),(4.06M),(4.01M),(4.03M),(3.51M)
Other Receivable,4M,19.92M,41.45M,8.29M,7.18M
Accounts Receivable Turnover,15.79,15.98,12.92,12.60,14.24
Inventories,963.53M,1.04B,1.07B,1.37B,1.72B
Finished Goods,525.63M,604.04M,546.07M,725.12M,974.16M
Work in Progress,-,-,-,-,-
Raw Materials,437.9M,438.33M,526.69M,644.08M,741.9M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,23M,37.09M,30.79M,39.91M,48.04M
Miscellaneous Current Assets,6.66M,14.46M,12.44M,14.94M,48.04M
Total Current Assets,2.05B,2.36B,3.58B,2.95B,3.64B
"Net Property, Plant & Equipment",1.51B,1.63B,1.95B,2.18B,2.21B
"Property, Plant & Equipment - Gross",3.2B,3.36B,3.82B,4.21B,4.4B
Buildings,956.26M,1.08B,1.25B,1.33B,1.4B
Land & Improvements,50.33M,49.76M,62.54M,72.13M,74.3M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,1.69B,1.73B,1.87B,2.03B,2.18B
Total Investments and Advances,273.15M,289.16M,308.37M,299.02M,271.06M
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,3.92B,3.52B,3.69B,6.75B,6.73B
Net Goodwill,2.71B,2.48B,2.61B,4.93B,4.93B
Net Other Intangibles,1.21B,1.03B,1.08B,1.82B,1.8B
Other Assets,385.1M,313.82M,380.49M,516.71M,455.12M
Total Assets,8.34B,8.34B,9.91B,12.7B,13.31B
Total Assets Growth,-,-0.03%,18.83%,28.14%,4.81%
