Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,12.09B,12.26B,11.21B,12.41B,6.38B
Cash & Short Term Investments Growth,-,1.42%,-8.53%,10.70%,-48.59%
Cash Only,11.78B,11.84B,6.71B,7.12B,2.77B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,36.95%,37.20%,31.51%,30.10%,13.02%
Total Accounts Receivable,2.9B,2.47B,4B,3.58B,5.64B
Total Accounts Receivable Growth,-,-14.91%,62.00%,-10.59%,57.67%
"Accounts Receivables, Net",2.87B,2.46B,3.99B,3.57B,5.61B
"Accounts Receivables, Gross",2.92B,2.5B,3.99B,3.57B,5.61B
Bad Debt/Doubtful Accounts,(56M),(47M),-,-,-
Other Receivable,36M,14M,11M,11M,33M
Accounts Receivable Turnover,7.79,9.82,5.88,9.38,7.83
Inventories,1.69B,1.4B,2.6B,3.23B,7.04B
Finished Goods,906M,656M,1.35B,1.49B,2.79B
Work in Progress,715M,667M,1.16B,1.48B,3.33B
Raw Materials,72M,77M,94M,267M,221M
Progress Payments & Other,-,-,-,-,701M
Other Current Assets,699M,634M,704M,854M,1.66B
Miscellaneous Current Assets,699M,634M,704M,854M,1.66B
Total Current Assets,17.38B,16.77B,18.52B,20.08B,20.72B
"Net Property, Plant & Equipment",2.98B,3.08B,4.17B,5.07B,5.8B
"Property, Plant & Equipment - Gross",7.46B,7.65B,9.31B,10.97B,12.4B
Buildings,1.58B,1.55B,1.61B,1.64B,1.77B
Land & Improvements,186M,170M,173M,172M,170M
Computer Software and Equipment,1.42B,1.36B,1.43B,1.48B,1.68B
"Other Property, Plant & Equipment",410M,387M,410M,468M,474M
Accumulated Depreciation,4.49B,4.57B,5.13B,5.9B,6.6B
Total Investments and Advances,1.05B,1.13B,982M,1.27B,1.29B
Other Long-Term Investments,650M,787M,821M,1.05B,1.11B
Long-Term Note Receivables,-,-,-,107M,-
Intangible Assets,9.45B,8.45B,7.98B,8.7B,12.39B
Net Goodwill,6.5B,6.28B,6.32B,7.25B,10.51B
Net Other Intangibles,2.96B,2.17B,1.65B,1.46B,1.88B
Other Assets,918M,2.33B,2.6B,4.43B,7B
Total Assets,32.72B,32.96B,35.59B,41.24B,49.01B
Total Assets Growth,-,0.73%,8.00%,15.86%,18.85%
