Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,30.95B,24.67B,8.26B,7.41B,6.86B
Cash & Short Term Investments Growth,-,-20.29%,-66.52%,-10.36%,-7.39%
Cash Only,17.94B,11.63B,6B,5.34B,5.41B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,48.61%,40.03%,12.08%,10.90%,10.86%
Total Accounts Receivable,3.33B,3.58B,4.9B,4.49B,4.78B
Total Accounts Receivable Growth,-,7.66%,36.82%,-8.32%,6.32%
"Accounts Receivables, Net",3.33B,3.58B,4.89B,4.49B,4.78B
"Accounts Receivables, Gross",3.91B,4.34B,4.94B,4.54B,4.83B
Bad Debt/Doubtful Accounts,(583M),(758M),(44M),(47M),(55M)
Other Receivable,-,-,9M,-,-
Accounts Receivable Turnover,6.68,6.23,5.03,6.09,5.67
Inventories,814M,922M,1.68B,1.62B,1.51B
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,743M,1.12B,1.15B,1.26B,1.3B
Miscellaneous Current Assets,743M,1.12B,1.15B,1.26B,1.3B
Total Current Assets,35.84B,30.3B,16B,14.77B,14.44B
"Net Property, Plant & Equipment",4.01B,5.17B,5.61B,5.66B,5.98B
"Property, Plant & Equipment - Gross",5.2B,6.59B,7.28B,7.56B,8.17B
Buildings,2.34B,3.36B,3.68B,3.79B,4.39B
Land & Improvements,404M,404M,404M,404M,562M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",558M,634M,793M,807M,880M
Accumulated Depreciation,1.19B,1.42B,1.67B,1.89B,2.19B
Total Investments and Advances,1.57B,1.66B,2.26B,2.51B,2.61B
Other Long-Term Investments,1.57B,1.66B,2.26B,2.51B,2.61B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,19.86B,17.9B,41.23B,41.79B,37.21B
Net Goodwill,4.12B,4.12B,8.11B,8.33B,8.31B
Net Other Intangibles,15.74B,13.79B,33.13B,33.46B,28.89B
Other Assets,2.41B,6.6B,3.31B,3.22B,2.93B
Total Assets,63.68B,61.63B,68.41B,67.95B,63.17B
Total Assets Growth,-,-3.22%,11.00%,-0.67%,-7.04%
