Item,2018,2019,2020,2021,2022
Total Cash & Due from Banks,2.81B,1.7B,5.09B,12.95B,4.28B
Cash & Due from Banks Growth,-,-39.54%,199.77%,154.12%,-66.92%
Investments - Total,16.65B,18.88B,18.99B,25.85B,33.58B
Investments Growth,-,13.41%,0.56%,36.17%,29.87%
Trading Account Securities,-,-,-,-,-
Federal Funds Sold & Securities Purchased,-,-,-,-,-
Federal Funds Sold,-,-,-,-,-
Securities Bought Under Resale Agreement,-,-,-,-,-
Treasury Securities,-,-,-,-,-
Federal Agency Securities,1.04B,368.07M,50M,100M,165M
State & Municipal Securities,8.2B,11.28B,12.73B,16.76B,19.49B
Mortgage Backed Securities,6.98B,6.76B,5.66B,7.44B,10.64B
Other Securities,18.72M,43.67M,93.22M,1.4B,1.43B
Other Investments,413.88M,432.04M,456.11M,153M,1.86B
Net Loans,75.43B,90.3B,111.93B,134.26B,166.08B
Gross Loans - Net of Unearned Income,75.87B,90.8B,112.57B,134.96B,166.87B
Commercial & Industrial Loans,11B,11.65B,16.7B,19.19B,18.79B
Consumer & Installment Loans,-,-,-,-,-
Real Estate Mortgage Loans,59.76B,72.75B,88.42B,106.79B,137.32B
Lease Financing Loans,-,-,-,-,-
Foreign Loans,-,-,-,-,-
Broker & Financial Institution Loans,-,-,-,-,-
Unspecified/Other Loans,5.11B,6.4B,7.45B,8.98B,10.76B
Unearned Income,-,-,-,-,-
Loan Loss Allowances (Reserves),(439.05M),(496.1M),(635.02M),(694M),(784M)
Customer Liability on Acceptances,-,-,-,-,-
Loans - 1 Yr Growth Rate,-,19.72%,23.95%,19.95%,23.70%
Loans (Total) / Total Deposits,-,-,-,-,-
Loans (Total) / Total Assets,-,-,-,-,-
"Net Property, Plant & Equipment",332.48M,1.17B,1.36B,1.79B,1.92B
Other Assets (Including Intangibles),2.26B,2.33B,3.11B,3.96B,5.4B
Other Assets,1.98B,2.1B,2.89B,3.73B,5.18B
Intangible Assets,273.97M,235.27M,227.51M,222M,218M
Interest Receivables,333.71M,381.56M,430.59M,501M,708M
Total Assets,99.32B,116.66B,142.98B,181.71B,213.36B
Assets - Total Growth,-,17.46%,22.56%,27.09%,17.41%
Return On Average Assets,-,-,-,-,0.84%
