Item,2018,2019,2020,2021,2022
Total Cash & Due from Banks,2.68B,3.28B,3.15B,2.99B,3.47B
Cash & Due from Banks Growth,-,22.27%,-4.00%,-4.86%,15.76%
Investments - Total,37.13B,41.93B,79.46B,80.9B,65.64B
Investments Growth,-,12.92%,89.50%,1.82%,-18.86%
Trading Account Securities,287M,297M,560M,512M,414M
Federal Funds Sold & Securities Purchased,-,-,-,-,-
Federal Funds Sold,-,-,-,-,-
Securities Bought Under Resale Agreement,-,-,-,-,-
Treasury Securities,97M,75M,78M,86M,2.5B
Federal Agency Securities,-,-,-,-,-
State & Municipal Securities,18M,33M,26M,24M,21M
Mortgage Backed Securities,30.16B,33.17B,33.72B,32.21B,42.27B
Other Securities,2.47B,2.77B,3.49B,5.65B,7.04B
Other Investments,4.1B,5.58B,41.58B,42.41B,13.41B
Net Loans,94.16B,108.36B,106.33B,110.16B,119.29B
Gross Loans - Net of Unearned Income,95.27B,109.56B,108.78B,112.05B,121.48B
Commercial & Industrial Loans,44.34B,50.54B,49.67B,51.66B,57.23B
Consumer & Installment Loans,13.79B,16.79B,18.67B,21.3B,23.42B
Real Estate Mortgage Loans,33.54B,38.86B,37.53B,36.04B,38.12B
Lease Financing Loans,3.6B,3.36B,2.92B,3.05B,2.7B
Foreign Loans,-,-,-,-,-
Broker & Financial Institution Loans,-,-,-,-,-
Unspecified/Other Loans,-,-,-,-,-
Unearned Income,-,-,-,-,-
Loan Loss Allowances (Reserves),(1.1B),(1.2B),(2.45B),(1.89B),(2.19B)
Customer Liability on Acceptances,-,-,-,-,-
Loans - 1 Yr Growth Rate,-,15.07%,-1.87%,3.60%,8.29%
Loans (Total) / Total Deposits,-,-,-,-,-
Loans (Total) / Total Assets,-,-,-,-,-
"Net Property, Plant & Equipment",2.38B,3.32B,3.29B,3.16B,3.32B
Other Assets (Including Intangibles),7.42B,10.27B,10.07B,11.38B,12.18B
Other Assets,4.9B,5.82B,5.68B,6.71B,7.09B
Intangible Assets,2.52B,4.45B,4.4B,4.67B,5.08B
Interest Receivables,438M,424M,486M,465M,703M
Total Assets,146.07B,169.37B,204.68B,211.12B,207.45B
Assets - Total Growth,-,15.95%,20.85%,3.14%,-1.74%
Return On Average Assets,-,-,-,-,1.17%
