Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,967M,1.28B,1.93B,1.08B,1.15B
Cash & Short Term Investments Growth,-,32.16%,50.86%,-44.09%,7.05%
Cash Only,902M,1.22B,1.83B,1.01B,1.1B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,6.04%,7.22%,9.86%,5.05%,5.56%
Total Accounts Receivable,2.85B,2.76B,2.73B,3.15B,3.3B
Total Accounts Receivable Growth,-,-3.13%,-1.09%,15.63%,4.79%
"Accounts Receivables, Net",2.51B,2.48B,2.41B,2.69B,2.82B
"Accounts Receivables, Gross",2.53B,2.5B,2.46B,2.72B,2.86B
Bad Debt/Doubtful Accounts,(24M),(22M),(44M),(31M),(31M)
Other Receivable,336M,274M,312M,465M,479M
Accounts Receivable Turnover,5.40,5.50,5.07,5.33,5.34
Inventories,1.78B,1.71B,1.74B,2.17B,2.27B
Finished Goods,1.11B,1.05B,1.02B,1.18B,1.21B
Work in Progress,193M,197M,187M,234M,238M
Raw Materials,485M,466M,527M,762M,825M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,366M,426M,409M,373M,444M
Miscellaneous Current Assets,366M,426M,409M,373M,444M
Total Current Assets,5.96B,6.17B,6.8B,6.77B,7.17B
"Net Property, Plant & Equipment",2.81B,3.77B,3.97B,4.33B,4.16B
"Property, Plant & Equipment - Gross",6.63B,7.85B,8.32B,8.87B,8.81B
Buildings,1.47B,1.57B,1.67B,1.77B,1.77B
Land & Improvements,489M,511M,541M,570M,548M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",989M,1.09B,1.12B,1.18B,1.2B
Accumulated Depreciation,3.83B,4.08B,4.35B,4.53B,4.65B
Total Investments and Advances,251M,258M,267M,274M,244M
Other Long-Term Investments,119M,129M,147M,148M,110M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,6.04B,6.6B,7.45B,9.03B,8.49B
Net Goodwill,4.07B,4.47B,5.1B,6.25B,6.08B
Net Other Intangibles,1.97B,2.13B,2.35B,2.78B,2.41B
Other Assets,727M,694M,685M,742M,583M
Total Assets,16.02B,17.71B,19.56B,21.35B,20.74B
Total Assets Growth,-,10.57%,10.44%,9.18%,-2.84%
