Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,205.8M,154M,1.41B,258.1M,315.2M
Cash & Short Term Investments Growth,-,-25.17%,815.71%,-81.70%,22.12%
Cash Only,205.8M,154M,1.41B,258.1M,315.2M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,2.87%,1.93%,15.09%,1.96%,2.40%
Total Accounts Receivable,2.99B,3.4B,3.59B,5.07B,5.19B
Total Accounts Receivable Growth,-,13.71%,5.73%,41.13%,2.42%
"Accounts Receivables, Net",2.67B,3B,3.21B,4.63B,4.7B
"Accounts Receivables, Gross",2.68B,3.01B,3.24B,4.65B,4.73B
Bad Debt/Doubtful Accounts,(7M),(7.9M),(29.6M),(20.4M),(25.7M)
Other Receivable,316.4M,395.1M,379.5M,435.5M,489.1M
Accounts Receivable Turnover,5.44,5.31,5.14,4.11,4.57
Inventories,454.3M,611.2M,760M,927.6M,800.2M
Finished Goods,454.3M,611.2M,760M,927.6M,800.2M
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,149.1M,171.6M,191.2M,222.8M,256.1M
Miscellaneous Current Assets,149.1M,171.6M,191.2M,222.8M,256.1M
Total Current Assets,3.8B,4.33B,5.95B,6.48B,6.56B
"Net Property, Plant & Equipment",156.1M,494.9M,306.3M,351.4M,338M
"Property, Plant & Equipment - Gross",371.9M,752M,550M,617M,647.9M
Buildings,129.1M,134.2M,126.8M,151.3M,149.5M
Land & Improvements,27.7M,27.7M,27.7M,27.7M,27.7M
Computer Software and Equipment,127.6M,157.1M,149.4M,195M,226.7M
"Other Property, Plant & Equipment",18.9M,232.5M,21.2M,31M,31.7M
Accumulated Depreciation,215.8M,257.1M,243.7M,265.6M,309.9M
Total Investments and Advances,-,900K,1M,1M,-
Other Long-Term Investments,-,900K,1M,1M,-
Long-Term Note Receivables,-,-,-,197.4M,203M
Intangible Assets,3.18B,3.15B,3.04B,6.01B,5.83B
Net Goodwill,2.46B,2.55B,2.6B,4.38B,4.34B
Net Other Intangibles,712.2M,594.1M,445.1M,1.63B,1.49B
Other Assets,39.8M,22.4M,42.9M,160.5M,193.1M
Total Assets,7.17B,8B,9.34B,13.2B,13.13B
Total Assets Growth,-,11.60%,16.82%,41.25%,-0.51%
