Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,514.34M,669.37M,1.01B,533.94M,621.63M
Cash & Short Term Investments Growth,-,30.14%,51.13%,-47.22%,16.42%
Cash Only,514.34M,669.37M,1.01B,533.94M,621.63M
Total Short-Term Investments,-,-,-,-,-
Short-Term Receivables,763.82M,832.15M,1.24B,919.65M,823.54M
Short Term Receivables Growth,-,8.95%,48.62%,-25.64%,-10.45%
Investment Securities,-,-,-,-,-
Investment Securities Growth,-,-,-,-,-
Securities in Custody,-,-,-,-,-
Securities in Custody Growth,-,-,-,-,-
Other Investments,163.93M,293.01M,250.87M,624.51M,224.74M
"Net Property, Plant & Equipments",-,514.66M,512.91M,504.12M,496.93M
Other Assets (Including Intangibles),819.51M,701.81M,602.1M,612.3M,681.76M
Other Assets,668.77M,605.96M,547.04M,558.92M,643.89M
Intangible Assets,150.74M,95.85M,55.06M,53.38M,37.87M
Total Assets,30.69B,31.23B,34.79B,33.78B,33.01B
Total Assets Growth,-,1.78%,11.38%,-2.90%,-2.27%
Return On Average Assets,-,-,-,-,6.41%
