Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,2.98B,2.58B,3.31B,4.12B,4.86B
Cash & Short Term Investments Growth,-,-13.38%,28.26%,24.42%,17.95%
Cash Only,2.98B,2.58B,3.31B,4.12B,4.86B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,5.88%,4.74%,6.33%,7.04%,7.88%
Total Accounts Receivable,7.35B,8.9B,6.11B,10.38B,11.92B
Total Accounts Receivable Growth,-,21.23%,-31.39%,69.88%,14.85%
"Accounts Receivables, Net",6.98B,8.06B,4.81B,9.97B,10.76B
"Accounts Receivables, Gross",7.02B,8.09B,4.85B,10B,10.79B
Bad Debt/Doubtful Accounts,(34M),(36M),(47M),(28M),(30M)
Other Receivable,361M,846M,1.3B,410M,1.16B
Accounts Receivable Turnover,15.93,12.16,10.62,10.98,14.82
Inventories,6.53B,7.01B,6.04B,6.27B,6.75B
Finished Goods,6.27B,6.74B,5.75B,5.97B,6.44B
Work in Progress,-,-,-,-,-
Raw Materials,264M,274M,287M,295M,313M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,816M,469M,384M,400M,600M
Miscellaneous Current Assets,816M,469M,384M,400M,600M
Total Current Assets,17.68B,18.97B,15.84B,21.17B,24.13B
"Net Property, Plant & Equipment",28.85B,30.59B,31.59B,32.13B,32.09B
"Property, Plant & Equipment - Gross",42.47B,45.62B,48.17B,50.36B,51.69B
Buildings,953M,1.02B,1.04B,1.06B,1.1B
Land & Improvements,416M,476M,485M,494M,499M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",37.93B,1.7B,1.76B,1.84B,1.89B
Accumulated Depreciation,13.63B,15.03B,16.58B,18.23B,19.6B
Total Investments and Advances,542M,942M,972M,734M,724M
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,343M,-,-,-,-
Intangible Assets,567M,543M,508M,478M,462M
Net Goodwill,260M,260M,260M,260M,260M
Net Other Intangibles,307M,283M,248M,218M,202M
Other Assets,2.18B,2.82B,2.86B,3.38B,3.57B
Total Assets,50.7B,54.51B,52.37B,58.54B,61.66B
Total Assets Growth,-,7.51%,-3.92%,11.79%,5.33%
