Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,138.72M,96.65M,145.4M,493.64M,90.47M
Cash & Short Term Investments Growth,-,-30.33%,50.45%,239.50%,-81.67%
Cash Only,138.72M,96.65M,145.4M,493.64M,90.47M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,1.96%,1.27%,1.82%,5.77%,1.07%
Total Accounts Receivable,824.22M,917.6M,870.37M,923.99M,1.03B
Total Accounts Receivable Growth,-,11.33%,-5.15%,6.16%,11.25%
"Accounts Receivables, Net",804.58M,910.12M,870.37M,901.71M,1.01B
"Accounts Receivables, Gross",838.09M,947.93M,932.54M,913.81M,1.02B
Bad Debt/Doubtful Accounts,(33.51M),(37.81M),(62.17M),(12.1M),(12.92M)
Other Receivable,19.63M,7.48M,-,22.28M,21.71M
Accounts Receivable Turnover,7.86,7.51,8.14,7.70,7.64
Inventories,280.35M,334.59M,408.9M,481.8M,472.15M
Finished Goods,235.96M,287.96M,360.74M,429.02M,418.8M
Work in Progress,27.35M,28.82M,29.5M,37.66M,34.28M
Raw Materials,17.04M,17.81M,18.66M,15.11M,19.07M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,32.38M,33.72M,38.42M,54.38M,41.03M
Miscellaneous Current Assets,32.38M,33.72M,38.42M,54.38M,41.03M
Total Current Assets,1.28B,1.38B,1.46B,1.95B,1.63B
"Net Property, Plant & Equipment",1.38B,1.43B,1.56B,1.49B,1.49B
"Property, Plant & Equipment - Gross",3.05B,3.19B,3.47B,3.54B,3.71B
Buildings,644.32M,684.7M,682.77M,698.09M,699.43M
Land & Improvements,177.28M,189.83M,188.72M,190.71M,191.88M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",34.89M,43.23M,40.19M,38.32M,43.43M
Accumulated Depreciation,1.66B,1.76B,1.91B,2.06B,2.21B
Total Investments and Advances,21.6M,21.8M,22.1M,22.5M,5.74M
Other Long-Term Investments,5.2M,3.2M,3.1M,3.1M,2.16M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,3.42B,3.37B,3.36B,3.4B,3.55B
Net Goodwill,2.85B,2.84B,2.87B,2.91B,3.04B
Net Other Intangibles,575.08M,528.96M,485.23M,491.72M,503.52M
Other Assets,856.24M,1.23B,1.27B,1.37B,1.47B
Total Assets,7.1B,7.63B,7.98B,8.56B,8.43B
Total Assets Growth,-,7.60%,4.50%,7.23%,-1.47%
