Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,682M,287M,683M,1.63B,2.32B
Cash & Short Term Investments Growth,-,-57.92%,137.98%,138.36%,42.69%
Cash Only,682M,287M,683M,1.63B,2.32B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,5.26%,2.30%,5.56%,12.95%,17.28%
Total Accounts Receivable,235M,242M,265M,497M,582M
Total Accounts Receivable Growth,-,2.98%,9.50%,87.55%,17.10%
"Accounts Receivables, Net",226M,229M,256M,464M,542M
"Accounts Receivables, Gross",229M,229M,256M,464M,542M
Bad Debt/Doubtful Accounts,(3M),-,-,-,-
Other Receivable,9M,13M,9M,33M,40M
Accounts Receivable Turnover,18.85,18.97,15.56,13.15,19.22
Inventories,309M,351M,287M,408M,474M
Finished Goods,272M,311M,246M,358M,437M
Work in Progress,-,-,-,-,-
Raw Materials,37M,40M,41M,50M,37M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,48M,94M,132M,60M,294M
Miscellaneous Current Assets,20M,23M,35M,56M,79M
Total Current Assets,1.27B,974M,1.37B,2.59B,3.67B
"Net Property, Plant & Equipment",8.62B,8.45B,7.89B,7.32B,6.69B
"Property, Plant & Equipment - Gross",13.31B,13.82B,14.04B,14.13B,14.12B
Buildings,886M,890M,895M,915M,914M
Land & Improvements,69M,71M,68M,68M,113M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,4.68B,5.37B,6.15B,6.81B,7.43B
Total Investments and Advances,93M,88M,80M,82M,74M
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,2.47B,2.48B,2.48B,2.14B,2.1B
Net Goodwill,2.35B,2.37B,2.37B,2.09B,2.09B
Net Other Intangibles,115M,110M,104M,45M,15M
Other Assets,203M,185M,207M,240M,771M
Total Assets,12.97B,12.49B,12.28B,12.57B,13.45B
Total Assets Growth,-,-3.70%,-1.67%,2.34%,6.97%
