Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,683.76M,1.91B,1.63B,1.67B,2.01B
Cash & Short Term Investments Growth,-,179.70%,-14.80%,2.24%,20.88%
Cash Only,617.05M,1.88B,1.62B,1.55B,1.91B
Total Short-Term Investments,66.71M,35.79M,13.44M,117.43M,105.69M
Short-Term Receivables,740.98M,848.31M,846.69M,869.16M,1.09B
Short Term Receivables Growth,-,14.49%,-0.19%,2.65%,25.12%
Investment Securities,-,-,-,-,-
Investment Securities Growth,-,-,-,-,-
Securities in Custody,-,-,-,-,-
Securities in Custody Growth,-,-,-,-,-
Other Investments,21.46M,42.23M,12.48M,60.83M,298.99M
"Net Property, Plant & Equipments",11.03B,13.63B,15.98B,16.73B,18.08B
Other Assets (Including Intangibles),7.71B,7.44B,8.31B,8.29B,8.44B
Other Assets,544.44M,554.87M,667.1M,982.34M,888.29M
Intangible Assets,7.17B,6.88B,7.64B,7.31B,7.55B
Total Assets,20.24B,23.97B,27.01B,27.92B,30.31B
Total Assets Growth,-,18.38%,12.69%,3.38%,8.57%
Return On Average Assets,-,-,-,-,2.42%
