Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,8.88B,15.39B,16.54B,17.36B,9.4B
Cash & Short Term Investments Growth,-,73.27%,7.44%,4.97%,-45.85%
Cash Only,6.91B,12.35B,14.64B,14.12B,9.27B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,25.39%,11.85%,13.96%,15.88%,9.71%
Total Accounts Receivable,5.78B,8.44B,10.3B,12.52B,13.94B
Total Accounts Receivable Growth,-,45.95%,22.05%,21.51%,11.35%
"Accounts Receivables, Net",5.07B,6.48B,7.22B,8.34B,8.66B
"Accounts Receivables, Gross",5.1B,6.5B,7.24B,8.36B,8.68B
Bad Debt/Doubtful Accounts,(33M),(21M),(18M),(21M),(22M)
Other Receivable,716M,1.96B,3.08B,4.18B,5.28B
Accounts Receivable Turnover,3.90,3.10,4.13,3.71,3.31
Inventories,1.2B,4.29B,2.07B,2.1B,2.34B
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,1.3B,1.23B,1.28B,1.29B,1.6B
Miscellaneous Current Assets,1.3B,1.23B,1.28B,1.29B,1.6B
Total Current Assets,17.16B,29.35B,30.19B,33.26B,27.27B
"Net Property, Plant & Equipment",5.03B,6.96B,6.75B,6.97B,7.48B
"Property, Plant & Equipment - Gross",8.85B,10.91B,10.33B,11B,11.64B
Buildings,5.23B,6.34B,5.73B,5.9B,5.92B
Land & Improvements,104M,187M,189M,169M,162M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,3.82B,3.96B,3.59B,4.03B,4.16B
Total Investments and Advances,1.89B,4.56B,4.85B,2.91B,2.24B
Other Long-Term Investments,1.78B,4.13B,4.3B,2.24B,1.7B
Long-Term Note Receivables,19M,-,-,-,-
Intangible Assets,7.63B,86.46B,73.79B,63.03B,57.01B
Net Goodwill,6.54B,22.49B,20.55B,20.5B,21.15B
Net Other Intangibles,1.09B,63.97B,53.24B,42.53B,35.86B
Other Assets,1.89B,2.11B,1.75B,1.71B,1.48B
Total Assets,34.99B,129.94B,118.48B,109.31B,96.82B
Total Assets Growth,-,271.42%,-8.82%,-7.74%,-11.43%
