Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,6.31B,7.33B,11.08B,11.18B,12.43B
Cash & Short Term Investments Growth,-,16.26%,51.20%,0.85%,11.17%
Cash Only,2.65B,6.33B,10.58B,11.15B,12.25B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,27.79%,34.25%,50.67%,47.28%,49.00%
Total Accounts Receivable,1.52B,1.68B,557M,1.36B,2.23B
Total Accounts Receivable Growth,-,10.31%,-66.85%,143.81%,64.14%
"Accounts Receivables, Net",1.52B,1.68B,529M,1.36B,2.23B
"Accounts Receivables, Gross",1.58B,1.73B,695M,1.46B,2.35B
Bad Debt/Doubtful Accounts,(61M),(49M),(166M),(101M),(117M)
Other Receivable,-,-,28M,-,-
Accounts Receivable Turnover,9.54,8.97,12.20,8.07,7.67
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,579M,823M,566M,610M,1.14B
Miscellaneous Current Assets,579M,823M,566M,206M,666M
Total Current Assets,8.41B,9.83B,12.21B,13.15B,15.8B
"Net Property, Plant & Equipment",656M,1.36B,1.29B,1.32B,1.31B
"Property, Plant & Equipment - Gross",1.35B,2.29B,2.44B,2.62B,2.64B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,964M,1.18B,1.31B,1.47B,1.66B
"Other Property, Plant & Equipment",297M,326M,341M,329M,335M
Accumulated Depreciation,693M,927M,1.15B,1.31B,1.32B
Total Investments and Advances,8.41B,4.48B,3.76B,3.18B,2.79B
Other Long-Term Investments,8.41B,4.48B,3.76B,3.18B,2.79B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,5.04B,4.87B,3.71B,4.94B,4.64B
Net Goodwill,2.91B,2.91B,1.9B,2.89B,2.81B
Net Other Intangibles,2.13B,1.95B,1.81B,2.06B,1.83B
Other Assets,130M,467M,462M,505M,211M
Total Assets,22.69B,21.4B,21.87B,23.64B,25.36B
Total Assets Growth,-,-5.66%,2.21%,8.08%,7.28%
