Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,470M,503M,1.49B,546M,1.51B
Cash & Short Term Investments Growth,-,7.02%,195.83%,-63.31%,176.19%
Cash Only,439M,463M,955M,536M,1.51B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,5.05%,5.31%,13.64%,4.56%,5.74%
Total Accounts Receivable,1.32B,1.18B,1.24B,1.67B,2.05B
Total Accounts Receivable Growth,-,-10.39%,5.17%,34.22%,23.22%
"Accounts Receivables, Net",1.02B,850M,792M,1.16B,1.38B
"Accounts Receivables, Gross",1.03B,859M,803M,1.17B,1.39B
Bad Debt/Doubtful Accounts,(10M),(9M),(11M),(10M),(15M)
Other Receivable,301M,331M,450M,506M,675M
Accounts Receivable Turnover,5.43,5.33,4.55,5.12,4.71
Inventories,1.05B,1.04B,978M,1.52B,2.81B
Finished Goods,697M,718M,653M,1.01B,1.82B
Work in Progress,70M,76M,74M,75M,202M
Raw Materials,279M,244M,251M,435M,786M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,40M,43M,55M,70M,241M
Miscellaneous Current Assets,40M,43M,55M,70M,241M
Total Current Assets,2.87B,2.77B,3.76B,3.81B,6.61B
"Net Property, Plant & Equipment",3.72B,3.92B,4.17B,4.43B,6B
"Property, Plant & Equipment - Gross",6.52B,6.87B,7.45B,7.91B,9.68B
Buildings,746M,762M,812M,820M,1.06B
Land & Improvements,123M,124M,132M,126M,374M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,2.8B,2.96B,3.28B,3.48B,3.69B
Total Investments and Advances,979M,975M,828M,851M,1.11B
Other Long-Term Investments,164M,170M,179M,198M,222M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,1.37B,1.39B,1.49B,2.15B,11.25B
Net Goodwill,1.06B,1.07B,1.17B,1.41B,7.14B
Net Other Intangibles,310M,312M,319M,735M,4.11B
Other Assets,290M,338M,403M,493M,495M
Total Assets,9.31B,9.48B,10.91B,11.98B,26.27B
Total Assets Growth,-,1.75%,15.12%,9.77%,119.39%
