Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,418.36M,1.22B,521.89M,577.27M,416.68M
Cash & Short Term Investments Growth,-,191.69%,-57.23%,10.61%,-27.82%
Cash Only,415.42M,1.21B,501.79M,554.96M,338.99M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,2.17%,6.75%,2.94%,3.23%,2.36%
Total Accounts Receivable,2.4B,2.31B,2.44B,2.41B,2.55B
Total Accounts Receivable Growth,-,-3.84%,5.80%,-1.16%,5.81%
"Accounts Receivables, Net",1.86B,1.8B,1.82B,1.96B,2.13B
"Accounts Receivables, Gross",1.91B,1.8B,1.82B,1.96B,2.13B
Bad Debt/Doubtful Accounts,(52.92M),(8.33M),-,-,-
Other Receivable,538.41M,509.47M,614.54M,452.93M,418.58M
Accounts Receivable Turnover,4.76,4.94,4.74,4.82,4.55
Inventories,107.38M,97.95M,111.63M,107.43M,109.12M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,5.5B,66.87M,76.39M,72.52M,78.84M
Miscellaneous Current Assets,5.39B,66.87M,76.39M,72.52M,78.84M
Total Current Assets,8.42B,3.69B,3.15B,3.17B,3.16B
"Net Property, Plant & Equipment",3.39B,6.3B,6.38B,6.3B,5.92B
"Property, Plant & Equipment - Gross",6.92B,10.27B,10.87B,11.07B,11.19B
Buildings,467.18M,392.26M,400.62M,496.46M,427.96M
Land & Improvements,37.38M,36.48M,37.92M,34.01M,32.66M
Computer Software and Equipment,2.59B,2.88B,3.08B,3.29B,3.76B
"Other Property, Plant & Equipment",3.16B,3.55B,3.87B,3.83B,3.93B
Accumulated Depreciation,3.52B,3.97B,4.48B,4.76B,5.27B
Total Investments and Advances,260.89M,278.5M,289.68M,288.4M,275.44M
Other Long-Term Investments,36.28M,36.52M,32.19M,49.51M,44.33M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,6.96B,6.92B,7.09B,7.22B,7.26B
Net Goodwill,6.84B,6.79B,6.92B,7.05B,7.08B
Net Other Intangibles,118.85M,135.68M,166.59M,177.69M,182.69M
Other Assets,70.73M,115.97M,79.5M,113.77M,287.88M
Total Assets,19.32B,18.08B,17.76B,17.87B,17.68B
Total Assets Growth,-,-6.43%,-1.75%,0.61%,-1.07%
