Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,2.74B,2.18B,4.14B,4.92B,3.74B
Cash & Short Term Investments Growth,-,-20.37%,90.17%,18.83%,-23.97%
Cash Only,2.73B,2.17B,3.87B,4.84B,3.62B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,2.52%,5.14%,9.71%,11.62%,8.78%
Total Accounts Receivable,5.28B,5.55B,4.95B,4.84B,5.73B
Total Accounts Receivable Growth,-,5.12%,-10.81%,-2.28%,18.45%
"Accounts Receivables, Net",3.86B,4.42B,3.94B,3.59B,4.29B
"Accounts Receivables, Gross",3.99B,4.59B,4.15B,3.8B,4.48B
Bad Debt/Doubtful Accounts,(127M),(174M),(208M),(210M),(194M)
Other Receivable,1.42B,1.13B,1.01B,1.25B,1.44B
Accounts Receivable Turnover,2.71,2.50,2.87,3.24,3.05
Inventories,5.31B,5.03B,4.88B,5.18B,6.81B
Finished Goods,3.02B,2.68B,2.58B,2.5B,3.26B
Work in Progress,1.82B,1.85B,1.81B,2.08B,2.69B
Raw Materials,467M,498M,485M,607M,862M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,9.65B,761M,796M,609M,515M
Miscellaneous Current Assets,9.65B,321M,370M,306M,291M
Total Current Assets,22.97B,13.52B,14.77B,15.55B,16.8B
"Net Property, Plant & Equipment",4.54B,5.1B,4.92B,4.79B,4.71B
"Property, Plant & Equipment - Gross",7.34B,8.43B,8.77B,8.82B,9.01B
Buildings,1.43B,1.51B,1.53B,1.49B,1.54B
Land & Improvements,468M,459M,451M,420M,416M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,2.8B,3.33B,3.86B,4.04B,4.3B
Total Investments and Advances,138M,66M,66M,76M,102M
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,46M,49M,54M,58M,64M
Intangible Assets,22.25B,21.65B,21.02B,20.15B,19.3B
Net Goodwill,10.19B,10.23B,10.27B,10.11B,9.96B
Net Other Intangibles,12.06B,11.42B,10.75B,10.04B,9.34B
Other Assets,58.43B,1.72B,1.36B,1.29B,1.16B
Total Assets,108.68B,42.4B,42.65B,42.34B,42.62B
Total Assets Growth,-,-60.99%,0.59%,-0.72%,0.65%
