Item,2018,2019,2020,2021,2022
Total Cash & Due from Banks,23.55B,21.76B,28.24B,24.62B,34.6B
Cash & Due from Banks Growth,-,-7.62%,29.78%,-12.82%,40.54%
Investments - Total,779.5B,806.52B,907.29B,910.84B,761.84B
Investments Growth,-,3.47%,12.49%,0.39%,-16.36%
Trading Account Securities,89.44B,107.17B,98.13B,115.74B,113.07B
Federal Funds Sold & Securities Purchased,80.21B,102.14B,65.67B,66.22B,68.04B
Federal Funds Sold,80.21B,102.14B,65.67B,66.22B,68.04B
Securities Bought Under Resale Agreement,-,-,-,-,-
Treasury Securities,58.1B,60.5B,86.27B,56.28B,61.65B
Federal Agency Securities,-,-,-,-,-
State & Municipal Securities,55.55B,53.82B,45.27B,49.61B,41.43B
Mortgage Backed Securities,253.89B,262.08B,259.13B,300.41B,269.64B
Other Securities,51.68B,47.47B,37.02B,45.55B,39.37B
Other Investments,190.64B,173.34B,315.82B,277.03B,168.65B
Net Loans,943.34B,952.71B,869.12B,882.9B,942.89B
Gross Loans - Net of Unearned Income,953.11B,962.27B,887.64B,895.39B,955.87B
Commercial & Industrial Loans,350.2B,354.13B,318.81B,350.44B,386.81B
Consumer & Installment Loans,120.24B,123.19B,109.26B,123.39B,129.24B
Real Estate Mortgage Loans,462.97B,465.12B,443.49B,406.71B,424.92B
Lease Financing Loans,19.7B,19.83B,16.09B,14.86B,14.91B
Foreign Loans,-,-,-,-,-
Broker & Financial Institution Loans,-,-,-,-,-
Unspecified/Other Loans,-,-,-,-,-
Unearned Income,-,-,-,-,-
Loan Loss Allowances (Reserves),(9.78B),(9.55B),(18.52B),(12.49B),(12.99B)
Customer Liability on Acceptances,258M,253M,268M,155M,-
Loans - 1 Yr Growth Rate,-,0.99%,-8.77%,1.59%,6.79%
Loans (Total) / Total Deposits,-,-,-,-,-
Loans (Total) / Total Assets,-,-,-,-,-
"Net Property, Plant & Equipment",17.96B,22.25B,20.59B,18.56B,17.98B
Other Assets (Including Intangibles),106.53B,99.17B,104.42B,86.76B,95.78B
Other Assets,79.57B,72.35B,76.39B,60.1B,69.28B
Intangible Assets,26.96B,26.81B,28.03B,26.66B,26.5B
Interest Receivables,6.08B,5.59B,4.62B,3.62B,5.81B
Total Assets,1.91T,1.94T,1.97T,1.96T,1.9T
Assets - Total Growth,-,1.63%,1.52%,-0.34%,-2.95%
Return On Average Assets,-,-,-,-,0.68%
