Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,2.5B,3.23B,4.65B,5.89B,5.2B
Cash & Short Term Investments Growth,-,29.36%,43.63%,26.72%,-11.65%
Cash Only,2.5B,3.23B,4.65B,5.89B,5.2B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,19.05%,16.58%,21.36%,25.67%,23.44%
Total Accounts Receivable,1.83B,1.97B,1.89B,2.03B,2.13B
Total Accounts Receivable Growth,-,7.31%,-4.02%,7.47%,4.88%
"Accounts Receivables, Net",1.83B,1.97B,1.89B,2.03B,2.13B
"Accounts Receivables, Gross",1.86B,2B,1.98B,2.11B,2.18B
Bad Debt/Doubtful Accounts,(28M),(35M),(93M),(77M),(54M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,5.54,5.79,6.52,6.36,6.57
Inventories,1.18B,1.13B,856M,729M,791M
Finished Goods,1.18B,1.13B,856M,729M,791M
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,67M,148M,97M,105M,162M
Miscellaneous Current Assets,67M,148M,97M,105M,162M
Total Current Assets,5.58B,6.48B,7.49B,8.75B,8.28B
"Net Property, Plant & Equipment",1.17B,1.31B,2.04B,2.18B,2.16B
"Property, Plant & Equipment - Gross",2.83B,3.08B,3.85B,3.91B,3.89B
Buildings,1.14B,1.32B,1.3B,1.32B,1.28B
Land & Improvements,126M,123M,126M,204M,199M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,1.66B,1.77B,1.81B,1.73B,1.73B
Total Investments and Advances,275M,865M,618M,899M,578M
Other Long-Term Investments,275M,865M,618M,899M,578M
Long-Term Note Receivables,-,-,5M,-,-
Intangible Assets,5.61B,5.54B,6.61B,6.59B,6.71B
Net Goodwill,-,2.69B,3.41B,3.44B,3.55B
Net Other Intangibles,5.61B,2.85B,3.2B,3.15B,3.16B
Other Assets,484M,660M,639M,690M,1.02B
Total Assets,13.12B,19.51B,21.75B,22.93B,22.19B
Total Assets Growth,-,48.69%,11.49%,5.41%,-3.23%
