Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,2.72B,2.99B,5.02B,4.96B,3.96B
Cash & Short Term Investments Growth,-,10.02%,68.13%,-1.27%,-20.19%
Cash Only,2.18B,2.99B,5.02B,4.96B,3.96B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,21.60%,22.70%,28.24%,22.57%,17.96%
Total Accounts Receivable,1.49B,1.83B,1.19B,1.7B,1.63B
Total Accounts Receivable Growth,-,23.13%,-34.79%,42.55%,-4.29%
"Accounts Receivables, Net",1.49B,1.83B,1.19B,1.7B,1.63B
"Accounts Receivables, Gross",1.52B,1.86B,1.26B,1.74B,1.66B
Bad Debt/Doubtful Accounts,(29M),(32M),(63M),(40M),(27M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,9.20,8.10,11.94,9.55,10.89
Inventories,1.62B,2.01B,2.06B,2.51B,2.92B
Finished Goods,964M,1.2B,1.22B,1.5B,1.76B
Work in Progress,222M,268M,305M,330M,366M
Raw Materials,432M,541M,542M,674M,791M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,348M,388M,614M,603M,792M
Miscellaneous Current Assets,348M,388M,614M,603M,792M
Total Current Assets,6.17B,7.21B,8.89B,9.77B,9.3B
"Net Property, Plant & Equipment",1.82B,2.07B,4.34B,4.47B,4.6B
"Property, Plant & Equipment - Gross",4.44B,4.83B,7.42B,7.81B,8.09B
Buildings,237M,337M,400M,524M,491M
Land & Improvements,30M,29M,33M,55M,53M
Computer Software and Equipment,1.19B,1.26B,1.34B,1.44B,1.47B
"Other Property, Plant & Equipment",2.26B,2.39B,2.5B,2.56B,2.38B
Accumulated Depreciation,2.61B,2.76B,3.08B,3.34B,3.49B
Total Investments and Advances,843M,177M,-,-,-
Other Long-Term Investments,843M,177M,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,3.2B,3.07B,3.74B,6.71B,5.95B
Net Goodwill,1.93B,1.87B,1.4B,2.62B,2.52B
Net Other Intangibles,1.28B,1.2B,2.34B,4.1B,3.43B
Other Assets,411M,333M,769M,1.02B,1.06B
Total Assets,12.57B,13.16B,17.78B,21.97B,22.03B
Total Assets Growth,-,4.69%,35.16%,23.56%,0.27%
