Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,551M,3.48B,998M,601M,645M
Cash & Short Term Investments Growth,-,532.12%,-71.35%,-39.78%,7.32%
Cash Only,551M,3.48B,998M,601M,645M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,0.37%,2.31%,0.68%,0.42%,0.44%
Total Accounts Receivable,1.73B,2.23B,2.2B,2.58B,2.92B
Total Accounts Receivable Growth,-,28.51%,-1.17%,17.17%,13.26%
"Accounts Receivables, Net",1.73B,2.23B,2.2B,2.58B,2.92B
"Accounts Receivables, Gross",1.86B,2.38B,2.4B,2.74B,3.14B
Bad Debt/Doubtful Accounts,(129M),(151M),(194M),(157M),(219M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,25.18,20.55,21.85,20.04,18.49
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,446M,761M,707M,386M,451M
Miscellaneous Current Assets,446M,761M,707M,386M,451M
Total Current Assets,2.73B,6.47B,3.91B,3.57B,4.02B
"Net Property, Plant & Equipment",35.13B,35.68B,35.57B,35.62B,37.27B
"Property, Plant & Equipment - Gross",58.2B,63.34B,67.21B,69.87B,73.44B
Buildings,4.36B,4.84B,5.4B,5.73B,5.83B
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",52.12B,55.53B,58.67B,60.82B,64.3B
Accumulated Depreciation,23.08B,27.66B,31.64B,34.25B,36.16B
Total Investments and Advances,690M,396M,316M,203M,1.16B
Other Long-Term Investments,214M,66M,3M,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,106.91B,104.77B,103.38B,101.83B,100.53B
Net Goodwill,29.55B,29.55B,29.55B,29.56B,29.56B
Net Other Intangibles,77.36B,75.22B,73.82B,72.26B,70.96B
Other Assets,670M,867M,1.04B,1.28B,1.55B
Total Assets,149.07B,150.65B,146.1B,143.39B,145.37B
Total Assets Growth,-,1.06%,-3.02%,-1.85%,1.38%
