Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,1.21B,4.61B,1.45B,1.02B,513.1M
Cash & Short Term Investments Growth,-,281.82%,-68.53%,-29.69%,-49.66%
Cash Only,1.18B,4.58B,1.45B,1.02B,513.1M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,22.92%,52.01%,13.40%,10.15%,5.52%
Total Accounts Receivable,1.19B,1.44B,1.68B,1.79B,1.13B
Total Accounts Receivable Growth,-,21.44%,16.17%,6.63%,-36.64%
"Accounts Receivables, Net",1.19B,1.44B,1.68B,1.79B,1.13B
"Accounts Receivables, Gross",1.2B,1.46B,1.7B,1.81B,1.15B
Bad Debt/Doubtful Accounts,(9.1M),(17.2M),(28.1M),(22.9M),(20M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,3.85,3.27,3.26,3.59,5.17
Inventories,443.38M,446.11M,395.63M,552.1M,676.8M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,244.79M,252.75M,325.19M,369.5M,676.8M
Miscellaneous Current Assets,206.46M,252.75M,325.19M,369.5M,676.8M
Total Current Assets,3.08B,6.75B,3.85B,3.73B,3B
"Net Property, Plant & Equipment",256.47M,382.25M,489.04M,421.1M,422.8M
"Property, Plant & Equipment - Gross",719.18M,915.78M,1.11B,1.15B,1.2B
Buildings,191.1M,194.62M,219.61M,220.3M,221.1M
Land & Improvements,3.24M,3.22M,3.38M,3.2M,3.1M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",78.22M,70.61M,68.04M,63.6M,62.4M
Accumulated Depreciation,462.71M,533.53M,616.27M,727.1M,775.8M
Total Investments and Advances,242.26M,235.72M,217.68M,200K,300K
Other Long-Term Investments,5.33M,11.95M,1.11M,200K,300K
Long-Term Note Receivables,-,14.78M,77M,104.2M,-
Intangible Assets,1.18B,1.14B,5.22B,4.59B,4.28B
Net Goodwill,485.88M,494.58M,3.69B,3.42B,3.47B
Net Other Intangibles,693.84M,646.31M,1.53B,1.17B,814.6M
Other Assets,327.95M,242.07M,827.85M,1.06B,1.33B
Total Assets,5.26B,8.86B,10.82B,10.04B,9.3B
Total Assets Growth,-,68.26%,22.16%,-7.22%,-7.39%
