Item,2019,2020,2021,2022,2023
Cash & Short Term Investments,4.34B,7.95B,11.97B,10.54B,12.51B
Cash & Short Term Investments Growth,-,83.03%,50.57%,-11.94%,18.71%
Cash Only,2.67B,4.15B,5.05B,4.29B,5.14B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,14.13%,14.42%,18.05%,10.62%,12.19%
Total Accounts Receivable,4.92B,6.62B,8.26B,10.33B,11.4B
Total Accounts Receivable Growth,-,34.50%,24.76%,24.97%,10.43%
"Accounts Receivables, Net",4.92B,6.62B,8.26B,10.33B,11.4B
"Accounts Receivables, Gross",4.95B,6.65B,8.26B,10.33B,11.4B
Bad Debt/Doubtful Accounts,(22M),(23M),-,-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,2.70,2.58,2.57,2.57,2.75
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,629M,467M,514M,533M,708M
Miscellaneous Current Assets,629M,467M,514M,533M,708M
Total Current Assets,9.9B,15.04B,20.74B,21.4B,24.62B
"Net Property, Plant & Equipment",2.05B,5.42B,5.66B,5.7B,6.59B
"Property, Plant & Equipment - Gross",3.83B,7.22B,7.62B,8.1B,9.29B
Buildings,629M,777M,485M,487M,489M
Land & Improvements,184M,184M,293M,293M,293M
Computer Software and Equipment,1.06B,1.61B,1.9B,2.54B,3.56B
"Other Property, Plant & Equipment",1.29B,1.61B,1.74B,1.89B,2.07B
Accumulated Depreciation,1.78B,1.8B,1.96B,2.4B,2.7B
Total Investments and Advances,1.3B,1.96B,3.91B,4.78B,4.67B
Other Long-Term Investments,1.3B,1.96B,3.91B,4.78B,4.67B
Long-Term Note Receivables,121M,93M,42M,-,648M
Intangible Assets,14.93B,29.86B,30.43B,56.92B,55.69B
Net Goodwill,12.85B,25.13B,26.32B,47.94B,48.57B
Net Other Intangibles,2.08B,4.72B,4.11B,8.98B,7.13B
Other Assets,2.44B,2.76B,5.51B,5.14B,4.92B
Total Assets,30.74B,55.13B,66.3B,99.18B,102.58B
Total Assets Growth,-,79.35%,20.27%,49.59%,3.43%
