Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,1.76B,2.53B,2.77B,3.41B,4.72B
Cash & Short Term Investments Growth,-,43.56%,9.48%,22.95%,38.45%
Cash Only,1.76B,2.53B,2.77B,3.41B,4.72B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,4.41%,6.18%,6.80%,7.66%,10.75%
Total Accounts Receivable,7.83B,8.46B,8.28B,9.11B,10.57B
Total Accounts Receivable Growth,-,8.10%,-2.17%,10.08%,16.06%
"Accounts Receivables, Net",7.83B,8.46B,8.28B,9.11B,10.57B
"Accounts Receivables, Gross",7.97B,8.67B,8.48B,9.35B,10.85B
Bad Debt/Doubtful Accounts,(146M),(207M),(206M),(242M),(281M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,17.48,17.20,18.48,17.84,17.15
Inventories,12.31B,12.82B,13.2B,14.59B,15.64B
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,2.66B,1.93B,1.7B,3.94B,2.01B
Miscellaneous Current Assets,2.66B,1.93B,1.7B,3.94B,2.01B
Total Current Assets,24.55B,25.75B,25.94B,31.05B,32.94B
"Net Property, Plant & Equipment",2.49B,2.36B,2.37B,2.82B,2.82B
"Property, Plant & Equipment - Gross",5.26B,5.17B,5.33B,6.05B,6.34B
Buildings,2.12B,1.99B,2.19B,2.36B,1.72B
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,1.56B
"Other Property, Plant & Equipment",139M,138M,138M,136M,125M
Accumulated Depreciation,2.77B,2.81B,2.97B,3.23B,3.52B
Total Investments and Advances,-,334M,334M,-,25M
Other Long-Term Investments,-,-,-,-,25M
Long-Term Note Receivables,261M,256M,111M,68M,52M
Intangible Assets,12.23B,11.81B,11.28B,10.09B,7.63B
Net Goodwill,8.32B,8.38B,8.36B,7.99B,5.86B
Net Other Intangibles,3.91B,3.43B,2.92B,2.11B,1.77B
Other Assets,384M,426M,701M,371M,383M
Total Assets,39.95B,40.96B,40.77B,44.45B,43.88B
Total Assets Growth,-,2.53%,-0.48%,9.04%,-1.29%
