Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,163.11M,191.89M,402.61M,604.34M,455.4M
Cash & Short Term Investments Growth,-,17.65%,109.81%,50.10%,-24.65%
Cash Only,163.11M,191.89M,402.61M,604.34M,455.4M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,2.73%,2.93%,5.06%,4.03%,3.22%
Total Accounts Receivable,632.67M,725.18M,1.16B,707.94M,612.78M
Total Accounts Receivable Growth,-,14.62%,59.28%,-38.71%,-13.44%
"Accounts Receivables, Net",632.67M,725.18M,1.16B,707.94M,612.78M
"Accounts Receivables, Gross",663.27M,760.38M,1.2B,746.2M,650.32M
Bad Debt/Doubtful Accounts,(30.6M),(35.2M),(47.6M),(38.25M),(37.54M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,4.39,3.98,3.27,5.41,5.40
Inventories,338.35M,356.94M,514.57M,425.89M,405.46M
Finished Goods,201.12M,199.86M,274.39M,195.82M,146.62M
Work in Progress,18.11M,26.41M,35.16M,63.58M,68.21M
Raw Materials,119.12M,130.67M,205.02M,166.49M,190.64M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,100.51M,100.36M,166.63M,702.61M,1.81B
Miscellaneous Current Assets,94.91M,100.36M,166.63M,702.61M,1.81B
Total Current Assets,1.23B,1.37B,2.24B,2.44B,3.29B
"Net Property, Plant & Equipment",318.59M,485.5M,575.54M,649.57M,671.3M
"Property, Plant & Equipment - Gross",680.18M,868.86M,1.03B,1.01B,1.05B
Buildings,272.28M,250.64M,291.53M,351.08M,346.16M
Land & Improvements,5.48M,5.27M,3.94M,28.54M,28.34M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,361.59M,383.36M,449.89M,358.95M,374.19M
Total Investments and Advances,2.45M,2.91M,2.15M,80.98M,110.58M
Other Long-Term Investments,2.45M,2.91M,2.15M,80.98M,110.58M
Long-Term Note Receivables,-,19.68M,22.51M,29.96M,34.04M
Intangible Assets,4.15B,4.39B,4.81B,10.45B,9.86B
Net Goodwill,2.95B,3.11B,3.45B,6.63B,6.48B
Net Other Intangibles,1.2B,1.28B,1.37B,3.82B,3.38B
Other Assets,188.26M,201.59M,242.87M,1.33B,147.91M
Total Assets,5.98B,6.54B,7.96B,15B,14.13B
Total Assets Growth,-,9.42%,21.74%,88.44%,-5.80%
