Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,4.23B,5.39B,6.57B,9.74B,9.07B
Cash & Short Term Investments Growth,-,27.26%,21.92%,48.28%,-6.90%
Cash Only,2.44B,2.44B,3.11B,4.63B,3.05B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,24.70%,29.90%,33.94%,39.47%,33.33%
Total Accounts Receivable,1.21B,1.07B,1.41B,1.7B,1.9B
Total Accounts Receivable Growth,-,-11.02%,31.66%,20.30%,11.41%
"Accounts Receivables, Net",1.21B,1.07B,1.41B,1.7B,1.9B
"Accounts Receivables, Gross",1.23B,1.08B,1.43B,1.71B,1.91B
Bad Debt/Doubtful Accounts,(19M),(8M),(11M),(8M),(13M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,13.08,13.39,10.23,10.78,10.57
Inventories,2.22B,2B,1.96B,1.91B,2.76B
Finished Goods,966M,909M,811M,598M,858M
Work in Progress,1.07B,916M,964M,1.07B,1.55B
Raw Materials,181M,176M,180M,245M,353M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,440M,299M,302M,335M,302M
Miscellaneous Current Assets,308M,299M,302M,335M,302M
Total Current Assets,8.1B,8.76B,10.24B,13.69B,14.02B
"Net Property, Plant & Equipment",3.18B,3.64B,3.59B,5.61B,7.31B
"Property, Plant & Equipment - Gross",5.43B,6.08B,6.1B,8.32B,10.38B
Buildings,2.5B,2.5B,2.57B,3.49B,4.15B
Land & Improvements,128M,126M,125M,132M,132M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,2.24B,2.44B,2.51B,2.72B,3.07B
Total Investments and Advances,251M,300M,49M,62M,34M
Other Long-Term Investments,230M,276M,22M,20M,16M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,5.08B,4.77B,4.64B,4.45B,4.51B
Net Goodwill,4.36B,4.36B,4.36B,4.36B,4.36B
Net Other Intangibles,717M,409M,274M,85M,152M
Other Assets,232M,349M,496M,613M,858M
Total Assets,17.14B,18.02B,19.35B,24.68B,27.21B
Total Assets Growth,-,5.14%,7.40%,27.52%,10.26%
