Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,29.3B,8.91B,10.65B,8.04B,9.31B
Cash & Short Term Investments Growth,-,-69.59%,19.48%,-24.51%,15.78%
Cash Only,6.95B,6.04B,6.27B,7.99B,7.63B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,44.12%,14.92%,16.91%,13.14%,14.29%
Total Accounts Receivable,3.58B,4.65B,5.32B,5.84B,6.39B
Total Accounts Receivable Growth,-,29.94%,14.45%,9.67%,9.47%
"Accounts Receivables, Net",3.58B,4.06B,4.53B,4.9B,5.56B
"Accounts Receivables, Gross",3.63B,4.08B,4.56B,4.92B,5.59B
Bad Debt/Doubtful Accounts,(48M),(26M),(32M),(26M),(22M)
Other Receivable,-,595M,799M,944M,829M
Accounts Receivable Turnover,6.64,5.00,4.74,4.45,4.08
Inventories,2.94B,3.58B,3.89B,4.09B,4.93B
Finished Goods,1.02B,999M,970M,1.07B,1B
Work in Progress,1.66B,2.23B,2.44B,2.37B,3.1B
Raw Materials,257M,358M,486M,647M,828M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,1.79B,1.29B,1.28B,1.42B,1.56B
Miscellaneous Current Assets,1.79B,354M,124M,200M,355M
Total Current Assets,37.62B,18.44B,21.14B,19.39B,22.19B
"Net Property, Plant & Equipment",4.96B,5.4B,5.3B,5.75B,6.01B
"Property, Plant & Equipment - Gross",12.75B,13.75B,14.27B,14.55B,15.29B
Buildings,3.62B,3.76B,3.86B,4.03B,4.2B
Land & Improvements,265M,263M,259M,279M,292M
Computer Software and Equipment,1.12B,1.15B,1.22B,1.15B,1.22B
"Other Property, Plant & Equipment",3.2B,3.31B,1.09B,862M,929M
Accumulated Depreciation,7.8B,8.36B,8.98B,8.8B,9.28B
Total Investments and Advances,683M,548M,4.43B,4.51B,3.5B
Other Long-Term Investments,683M,548M,1.03B,1.14B,1.05B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,22.14B,34.12B,31.28B,30.07B,31.61B
Net Goodwill,14.7B,14.7B,14.69B,14.89B,15.53B
Net Other Intangibles,7.44B,19.41B,16.59B,15.18B,16.08B
Other Assets,1.02B,1.21B,806M,1.45B,1.82B
Total Assets,66.42B,59.71B,62.95B,61.17B,65.12B
Total Assets Growth,-,-10.10%,5.43%,-2.83%,6.47%
