Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,603.2M,635.3M,639.1M,671.8M,744M
Cash & Short Term Investments Growth,-,5.32%,0.60%,5.12%,10.75%
Cash Only,444.1M,432.6M,438.3M,451.4M,556.5M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,0.84%,0.80%,0.76%,0.74%,0.77%
Total Accounts Receivable,1.93B,1.71B,1.84B,1.94B,2.57B
Total Accounts Receivable Growth,-,-11.49%,8.07%,5.37%,32.38%
"Accounts Receivables, Net",1.87B,1.68B,1.81B,1.91B,2.52B
"Accounts Receivables, Gross",1.91B,1.72B,1.88B,1.96B,2.58B
Bad Debt/Doubtful Accounts,(36.8M),(43.7M),(71.1M),(55.6M),(56.1M)
Other Receivable,55.2M,27.2M,33.1M,33.9M,49.6M
Accounts Receivable Turnover,8.39,9.11,8.09,8.56,7.51
Inventories,921.1M,1.17B,1.31B,989.2M,1.3B
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,921.1M,1.17B,1.31B,989.2M,1.3B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,663.1M,568.2M,559.7M,4.21B,4.8B
Miscellaneous Current Assets,663.1M,568.2M,559.7M,4.21B,4.8B
Total Current Assets,4.11B,4.08B,4.35B,7.81B,9.42B
"Net Property, Plant & Equipment",55.1B,61.1B,64.77B,66.58B,71.93B
"Property, Plant & Equipment - Gross",73.09B,80.1B,85.18B,87.38B,94.44B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",68.41B,74.37B,79.83B,82.41B,89.13B
Accumulated Depreciation,17.99B,19.01B,20.41B,20.81B,22.51B
Total Investments and Advances,3.69B,4.49B,4.58B,5.09B,4.32B
Other Long-Term Investments,3.65B,4.1B,4.21B,4.69B,4.07B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,52.5M,52.5M,52.5M,52.5M,52.5M
Net Goodwill,52.5M,52.5M,52.5M,52.5M,52.5M
Net Other Intangibles,-,-,-,-,-
Other Assets,5.85B,6.17B,7B,8.14B,7.75B
Total Assets,71.55B,79.14B,84.02B,90.95B,96.87B
Total Assets Growth,-,10.60%,6.16%,8.25%,6.52%
