Item,2018,2019,2020,2021,2022
Cash Only,1.34B,1.65B,1.84B,1.81B,2.13B
Cash Growth,-,22.84%,11.54%,-1.36%,17.45%
Total Investment Assets,100.72B,108.95B,118.35B,127.61B,118.52B
Investments Growth,-,8.18%,8.63%,7.82%,-7.12%
Total Fixed Income Securities Investment,94.92B,102.36B,106.7B,106.37B,99.03B
Bonds,94.92B,102.36B,106.7B,106.37B,99.03B
Redeemable Preferred Stock,-,-,-,-,-
Total Equity Securities Investment,770M,812M,4.03B,4.78B,827M
Common Stocks,770M,812M,4.03B,4.78B,827M
Non-Redeemable Preferred Stock,-,-,-,-,-
Real Estate Assets,-,-,-,-,-
"Mortgage, Policy & Other Loans",243M,247M,233M,243M,343M
Other Investments,4.78B,5.53B,7.4B,16.21B,18.32B
Yield On Investment,-,-,-,-,-
Premium Balance Receivables,10.08B,10.36B,10.48B,11.32B,11.93B
Premium Balance Growth,-,2.80%,1.19%,8.03%,5.40%
"Net Property, Plant & Equipment",1.7B,2.45B,2.47B,2.45B,3.01B
Investment in Unconsolidated Subs.,678M,1.33B,2.81B,3.13B,2.88B
Other Assets (Including Intangibles),33.98B,33.65B,35.73B,33.13B,38.34B
Separate & Variable Account Assets,3.08B,3.86B,4.7B,278M,223M
Deferred Charges,4.92B,5.24B,5.4B,5.51B,5.79B
Tangible Other Assets,4.56B,3.19B,4.41B,6.68B,10.6B
Intangible Assets,21.41B,21.36B,21.21B,20.67B,21.73B
Total Assets,150.47B,160.55B,174.04B,181.75B,179.23B
Assets - Total - 1 Year Growth,-,6.70%,8.40%,4.43%,-1.39%
Return On Average Assets,-,-,-,-,2.94%
