Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,1.2B,1.53B,10.39B,6.63B,4.51B
Cash & Short Term Investments Growth,-,27.02%,579.65%,-36.15%,-32.03%
Cash Only,1.2B,1.53B,10.39B,6.63B,4.51B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,1.58%,1.76%,4.80%,2.98%,1.94%
Total Accounts Receivable,4.37B,4.57B,8.13B,9.23B,9.92B
Total Accounts Receivable Growth,-,4.62%,77.88%,13.49%,7.54%
"Accounts Receivables, Net",4.36B,4.55B,8.11B,9.2B,9.92B
"Accounts Receivables, Gross",4.54B,4.61B,8.39B,9.45B,10.25B
Bad Debt/Doubtful Accounts,(186M),(61M),(280M),(252M),(328M)
Other Receivable,11M,20M,22M,27M,-
Accounts Receivable Turnover,9.90,9.84,8.41,8.68,8.02
Inventories,1.08B,964M,2.53B,2.57B,1.88B
Finished Goods,1.08B,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,1.63B,2.24B,2.84B,2.47B,2.75B
Miscellaneous Current Assets,1.63B,2.24B,2.22B,1.72B,2.08B
Total Current Assets,8.28B,9.31B,23.89B,20.89B,19.07B
"Net Property, Plant & Equipment",23.36B,35.63B,72.22B,70.08B,74.06B
"Property, Plant & Equipment - Gross",54.66B,68.75B,114.62B,119.9B,127.16B
Buildings,-,-,-,-,-
Land & Improvements,-,-,236M,225M,109M
Computer Software and Equipment,11.71B,12.71B,16.41B,18.24B,20.34B
"Other Property, Plant & Equipment",3.72B,3.93B,5.89B,6.5B,6.99B
Accumulated Depreciation,31.3B,33.12B,42.4B,49.82B,53.1B
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,1.55B,1.58B,2.03B,2.83B,2.55B
Intangible Assets,37.66B,38.51B,99.24B,109.53B,111.54B
Net Goodwill,1.9B,1.93B,11.12B,12.19B,12.23B
Net Other Intangibles,35.76B,36.58B,88.13B,97.34B,99.31B
Other Assets,1.62B,1.89B,2.78B,3.23B,4.13B
Total Assets,76.2B,86.92B,216.37B,222.83B,232.69B
Total Assets Growth,-,14.08%,148.93%,2.99%,4.42%
