Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,6.88M,10.8M,62.9M,73.45M,92.67M
Cash & Short Term Investments Growth,-,56.97%,482.51%,16.77%,26.16%
Cash Only,5.77M,10.28M,59.97M,9.97M,4.83M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,0.04%,0.06%,0.31%,0.33%,0.41%
Total Accounts Receivable,400.99M,408.15M,432.78M,508.06M,608.28M
Total Accounts Receivable Growth,-,1.79%,6.04%,17.39%,19.73%
"Accounts Receivables, Net",400.99M,386.42M,425.99M,500.55M,594.2M
"Accounts Receivables, Gross",405.06M,394.59M,445.77M,525.9M,617.97M
Bad Debt/Doubtful Accounts,(4.07M),(8.17M),(19.78M),(25.35M),(23.78M)
Other Receivable,-,21.73M,6.79M,7.51M,14.09M
Accounts Receivable Turnover,9.21,8.50,8.29,7.49,7.11
Inventories,294.09M,345.92M,334.3M,367.17M,450.64M
Finished Goods,25.03M,14.83M,19.55M,18.03M,40.16M
Work in Progress,-,-,-,-,-
Raw Materials,269.07M,331.09M,314.75M,349.14M,410.48M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,185.87M,195.03M,192.51M,214.27M,138.41M
Miscellaneous Current Assets,185.87M,195.03M,192.51M,214.27M,138.41M
Total Current Assets,887.83M,959.89M,1.02B,1.16B,1.29B
"Net Property, Plant & Equipment",13.77B,14.38B,15.38B,16.6B,17.4B
"Property, Plant & Equipment - Gross",20.52B,21.4B,22.88B,24.5B,25.71B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",609.12M,611.88M,601.9M,590.21M,577.33M
Accumulated Depreciation,6.75B,7.02B,7.5B,7.89B,8.32B
Total Investments and Advances,851.13M,1.01B,1.14B,1.29B,1.07B
Other Long-Term Investments,851.13M,1.01B,1.14B,1.29B,1.07B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,262.9M,290.56M,282.57M,273.69M,258.88M
Net Goodwill,-,-,-,-,-
Net Other Intangibles,262.9M,290.56M,282.57M,273.69M,258.88M
Other Assets,1.9B,1.84B,2.2B,2.67B,2.7B
Total Assets,17.66B,18.48B,20.02B,22B,22.72B
Total Assets Growth,-,4.61%,8.34%,9.90%,3.27%
