Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,406.1M,456.7M,1.68B,1.88B,847.9M
Cash & Short Term Investments Growth,-,12.46%,268.47%,11.55%,-54.83%
Cash Only,399M,450M,1.68B,1.51B,569.4M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,1.30%,1.49%,5.37%,5.80%,2.69%
Total Accounts Receivable,1.9B,1.97B,1.77B,1.82B,1.96B
Total Accounts Receivable Growth,-,3.84%,-10.20%,2.50%,8.04%
"Accounts Receivables, Net",1.68B,1.68B,1.62B,1.64B,1.69B
"Accounts Receivables, Gross",1.71B,1.71B,1.65B,1.67B,1.72B
Bad Debt/Doubtful Accounts,(28.4M),(28.8M),(33.2M),(36M),(28.3M)
Other Receivable,214.9M,292.4M,155.8M,176.6M,268.9M
Accounts Receivable Turnover,8.29,8.55,9.95,9.99,9.69
Inventories,1.64B,1.56B,1.43B,1.82B,1.87B
Finished Goods,1.36B,1.25B,1.14B,1.51B,1.63B
Work in Progress,-,-,-,-,-
Raw Materials,491.2M,526.9M,485.8M,523.1M,696M
Progress Payments & Other,(213.2M),(213.5M),(202.1M),(209.5M),(463.4M)
Other Current Assets,176.3M,198.4M,241.3M,241.7M,413.6M
Miscellaneous Current Assets,10.7M,9.4M,46.8M,20M,200.1M
Total Current Assets,4.12B,4.19B,5.12B,5.75B,5.09B
"Net Property, Plant & Equipment",4.05B,3.79B,3.95B,3.99B,3.73B
"Property, Plant & Equipment - Gross",10B,10.08B,10.32B,10.84B,10.55B
Buildings,2.4B,2.48B,2.41B,2.54B,2.44B
Land & Improvements,77.7M,73.6M,66.1M,67.4M,55.1M
Computer Software and Equipment,593.6M,631.6M,668.5M,718.5M,717.8M
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,5.96B,6.29B,6.37B,6.86B,6.82B
Total Investments and Advances,499.6M,452.9M,566.7M,566.4M,513.8M
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,21.51B,21.16B,21.02B,21.21B,21.38B
Net Goodwill,14.07B,14B,13.92B,14.06B,14.38B
Net Other Intangibles,7.45B,7.17B,7.1B,7.15B,7B
Other Assets,443.4M,522M,153.9M,322.6M,377.5M
Total Assets,31.14B,30.65B,31.37B,32.34B,31.49B
Total Assets Growth,-,-1.60%,2.35%,3.10%,-2.63%
