Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,13.2B,13.42B,21.07B,19.56B,20.87B
Cash & Short Term Investments Growth,-,1.67%,57.03%,-7.16%,6.67%
Cash Only,9.65B,9.18B,17.32B,17.54B,18.04B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,19.07%,18.49%,26.04%,23.60%,24.41%
Total Accounts Receivable,2.87B,4.59B,2.98B,3.81B,4.14B
Total Accounts Receivable Growth,-,59.82%,-35.19%,28.03%,8.74%
"Accounts Receivables, Net",1.21B,1.54B,1.62B,1.97B,2.02B
"Accounts Receivables, Gross",1.21B,1.54B,1.62B,1.97B,2.02B
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,1.66B,3.05B,1.36B,1.84B,2.12B
Accounts Receivable Turnover,7.18,5.01,7.34,6.33,7.08
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,2.14B,2.96B,3.6B,4.23B,5.2B
Miscellaneous Current Assets,2.14B,2.96B,3.6B,4.23B,5.2B
Total Current Assets,18.22B,20.97B,27.65B,27.61B,30.21B
"Net Property, Plant & Equipment",2.47B,2.7B,2.74B,2.72B,3.7B
"Property, Plant & Equipment - Gross",5.7B,6.57B,7.16B,7.67B,9.36B
Buildings,898M,965M,1.01B,1.01B,1B
Land & Improvements,69M,71M,71M,72M,72M
Computer Software and Equipment,2.92B,3.44B,3.92B,4.32B,5.29B
"Other Property, Plant & Equipment",1.66B,1.91B,2B,2.05B,2.23B
Accumulated Depreciation,3.23B,3.88B,4.42B,4.96B,5.66B
Total Investments and Advances,4.22B,2.88B,1.27B,3.17B,3.33B
Other Long-Term Investments,4.08B,2.16B,231M,1.71B,2.14B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,42.75B,42.44B,43.72B,43.62B,42.85B
Net Goodwill,15.19B,15.66B,15.91B,15.96B,17.79B
Net Other Intangibles,27.56B,26.78B,27.81B,27.66B,25.07B
Other Assets,625M,3.57B,5.48B,5.7B,5.32B
Total Assets,69.23B,72.57B,80.92B,82.9B,85.5B
Total Assets Growth,-,4.84%,11.50%,2.44%,3.14%
