Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,1.52B,1.1B,4.61B,10.73B,9.9B
Cash & Short Term Investments Growth,-,-27.46%,317.44%,132.76%,-7.69%
Cash Only,658.96M,236.91M,2.62B,6.85B,3.21B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,77.57%,69.46%,62.82%,43.13%,37.96%
Total Accounts Receivable,30.58M,16.3M,1.41B,3.3B,1.66B
Total Accounts Receivable Growth,-,-46.71%,"8,555.13%",133.67%,-49.51%
"Accounts Receivables, Net",12.59M,5.37M,1.39B,3.18B,1.39B
"Accounts Receivables, Gross",12.59M,5.37M,1.39B,3.18B,1.39B
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,18M,10.93M,19.97M,121M,279M
Accounts Receivable Turnover,4.42,3.69,0.57,5.59,11.48
Inventories,-,-,46.53M,1.44B,949M
Finished Goods,-,-,1.29M,233M,169M
Work in Progress,-,-,9.02M,338M,205M
Raw Materials,-,-,36.22M,870M,575M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,10.4M,8.48M,232.19M,607M,916M
Miscellaneous Current Assets,-,-,216.54M,481M,513M
Total Current Assets,1.56B,1.13B,6.3B,16.07B,13.43B
"Net Property, Plant & Equipment",211.98M,287.91M,387.09M,1.38B,2.14B
"Property, Plant & Equipment - Gross",276.43M,382.49M,506.75M,1.74B,2.8B
Buildings,140.44M,-,-,-,11M
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,18.53M,19.01M,20.42M,25M,38M
"Other Property, Plant & Equipment",15.86M,155.74M,184.56M,324M,481M
Accumulated Depreciation,64.46M,94.58M,119.66M,352M,658M
Total Investments and Advances,175.62M,170.78M,649.9M,6.86B,8.37B
Other Long-Term Investments,175.62M,170.78M,649.9M,6.86B,8.33B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,-,-,-,-,-
Net Goodwill,-,-,-,-,-
Net Other Intangibles,-,-,-,-,-
Other Assets,11.54M,1.93M,1.88M,34M,934M
Total Assets,1.96B,1.59B,7.34B,24.87B,26.09B
Total Assets Growth,-,-19.00%,361.60%,238.96%,4.90%
