Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,624.29M,817.25M,1.67B,984.61M,1.17B
Cash & Short Term Investments Growth,-,30.91%,104.25%,-41.01%,19.00%
Cash Only,366.99M,443.29M,1.24B,780.2M,921.28M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,69.22%,52.99%,69.42%,25.70%,44.47%
Total Accounts Receivable,33.32M,65.17M,169.41M,247.47M,261.85M
Total Accounts Receivable Growth,-,95.62%,159.94%,46.08%,5.81%
"Accounts Receivables, Net",12.24M,15.39M,22.61M,27.27M,27.89M
"Accounts Receivables, Gross",16.96M,20.42M,32.36M,35M,36.19M
Bad Debt/Doubtful Accounts,(4.72M),(5.03M),(9.76M),(7.73M),(8.3M)
Other Receivable,21.07M,49.79M,146.81M,220.21M,233.96M
Accounts Receivable Turnover,18.12,12.56,10.19,9.41,9.80
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,22.69M,38.61M,56.15M,109.42M,80.2M
Miscellaneous Current Assets,22.69M,38.61M,56.15M,109.42M,80.2M
Total Current Assets,680.29M,921.04M,1.89B,1.34B,1.51B
"Net Property, Plant & Equipment",120.18M,169.23M,132.06M,321.01M,288.53M
"Property, Plant & Equipment - Gross",205.62M,289.31M,290.83M,478.06M,492.72M
Buildings,81.89M,66.65M,66.65M,133.06M,133.06M
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,105.87M,141.41M,145.75M,232.89M,252.96M
"Other Property, Plant & Equipment",17.31M,56.69M,58.23M,55.32M,67.49M
Accumulated Depreciation,85.44M,120.08M,158.77M,157.04M,204.19M
Total Investments and Advances,5.34M,94.68M,44.44M,90.38M,34.48M
Other Long-Term Investments,5.34M,94.68M,44.44M,90.38M,34.48M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,72.07M,337.97M,328.26M,1.98B,673.13M
Net Goodwill,37.48M,138.73M,140.81M,1.37B,137.72M
Net Other Intangibles,34.59M,199.24M,187.45M,607.17M,535.41M
Other Assets,507K,5.18M,4.84M,4.82M,3.58M
Total Assets,901.85M,1.54B,2.4B,3.83B,2.63B
Total Assets Growth,-,71.02%,55.90%,59.36%,-31.23%
