Item,2018,2019,2020,2021,2022
Total Cash & Due from Banks,73.85B,99.87B,148.03B,108.53B,96.69B
Cash & Due from Banks Growth,-,35.23%,48.22%,-26.68%,-10.91%
Investments - Total,191.6B,184.7B,223.48B,225.2B,198.29B
Investments Growth,-,-3.60%,20.99%,0.77%,-11.95%
Trading Account Securities,7.28B,13.8B,15.75B,17.02B,10.11B
Federal Funds Sold & Securities Purchased,46.8B,30.18B,30.91B,29.61B,24.3B
Federal Funds Sold,46.8B,30.18B,30.91B,29.61B,24.3B
Securities Bought Under Resale Agreement,-,-,-,-,-
Treasury Securities,39.4B,36.39B,48.49B,62.95B,60.33B
Federal Agency Securities,3.15B,5.62B,10.8B,8.22B,8.81B
State & Municipal Securities,2.26B,1.06B,2.32B,2.53B,25M
Mortgage Backed Securities,64.59B,68.63B,77.99B,54.56B,60.26B
Other Securities,10.39B,11.34B,16.84B,15.92B,13.4B
Other Investments,17.74B,17.69B,20.38B,19.87B,21.06B
Net Loans,56.42B,54.83B,56.11B,67.59B,65.89B
Gross Loans - Net of Unearned Income,56.56B,54.95B,56.47B,67.79B,66.06B
Commercial & Industrial Loans,1.95B,1.44B,1.36B,11.92B,12.03B
Consumer & Installment Loans,-,-,-,-,-
Real Estate Mortgage Loans,21.22B,22.12B,22.66B,14.53B,15.54B
Lease Financing Loans,706M,537M,431M,731M,657M
Foreign Loans,11.52B,12.41B,11.92B,10.23B,9.68B
Broker & Financial Institution Loans,5.09B,4.85B,4.5B,2.28B,3.44B
Unspecified/Other Loans,16.07B,13.6B,15.62B,28.09B,24.71B
Unearned Income,-,-,-,-,-
Loan Loss Allowances (Reserves),(146M),(122M),(358M),(196M),(176M)
Customer Liability on Acceptances,-,-,-,-,-
Loans - 1 Yr Growth Rate,-,-2.81%,2.33%,20.46%,-2.52%
Loans (Total) / Total Deposits,-,-,-,-,-
Loans (Total) / Total Assets,-,-,-,-,-
"Net Property, Plant & Equipment",1.83B,3.63B,3.6B,3.43B,3.26B
Other Assets (Including Intangibles),37.43B,36.75B,36.65B,37.84B,40.01B
Other Assets,15.21B,14.67B,14.25B,15.24B,18.7B
Intangible Assets,22.22B,22.08B,22.39B,22.6B,21.31B
Interest Receivables,671M,624M,510M,457M,858M
Total Assets,362.87B,381.51B,469.63B,444.44B,405.78B
Assets - Total Growth,-,5.14%,23.10%,-5.36%,-8.70%
Return On Average Assets,-,-,-,-,0.61%
