Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,190.28M,403.57M,731.7M,717M,235.67M
Cash & Short Term Investments Growth,-,112.09%,81.31%,-2.01%,-67.13%
Cash Only,190.28M,403.57M,401.43M,462.56M,186.31M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,5.37%,10.10%,16.75%,14.87%,4.87%
Total Accounts Receivable,468.26M,408.17M,454.22M,599.1M,605.13M
Total Accounts Receivable Growth,-,-12.83%,11.28%,31.90%,1.01%
"Accounts Receivables, Net",427.57M,397.58M,444.65M,567.47M,578.65M
"Accounts Receivables, Gross",437.48M,406.45M,453.63M,577.33M,589.34M
Bad Debt/Doubtful Accounts,(9.91M),(8.87M),(8.98M),(9.86M),(10.69M)
Other Receivable,40.69M,10.59M,9.57M,31.63M,26.48M
Accounts Receivable Turnover,8.64,10.07,8.84,8.77,10.35
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,47.69M,55.1M,57.41M,67.69M,92.94M
Miscellaneous Current Assets,47.69M,55.1M,57.41M,67.69M,92.94M
Total Current Assets,706.23M,866.83M,1.24B,1.38B,933.74M
"Net Property, Plant & Equipment",2.75B,3.03B,3.02B,3.32B,3.78B
"Property, Plant & Equipment - Gross",4.07B,4.5B,4.7B,5.24B,5.91B
Buildings,-,-,-,-,-
Land & Improvements,1.8B,2.04B,2.22B,2.46B,2.75B
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",465.05M,494.13M,487.49M,525.47M,563.96M
Accumulated Depreciation,1.32B,1.46B,1.68B,1.92B,2.13B
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,19.46M,19.46M,-,-,-
Net Goodwill,19.46M,19.46M,-,-,-
Net Other Intangibles,-,-,-,-,-
Other Assets,64.65M,75.14M,107.64M,121.77M,122.6M
Total Assets,3.55B,4B,4.37B,4.82B,4.84B
Total Assets Growth,-,12.70%,9.36%,10.35%,0.35%
