Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,234M,303M,178M,289M,390M
Cash & Short Term Investments Growth,-,29.49%,-41.25%,62.36%,34.95%
Cash Only,147M,248M,129M,166M,111M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,0.49%,0.57%,0.32%,0.48%,0.61%
Total Accounts Receivable,1.62B,1.55B,1.63B,1.88B,2.48B
Total Accounts Receivable Growth,-,-4.02%,5.16%,15.34%,31.81%
"Accounts Receivables, Net",1.62B,1.55B,1.63B,1.88B,2.48B
"Accounts Receivables, Gross",1.67B,1.61B,1.71B,1.99B,2.6B
Bad Debt/Doubtful Accounts,(55M),(55M),(79M),(106M),(122M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,7.13,7.44,7.07,7.11,6.17
Inventories,548M,544M,535M,631M,803M
Finished Goods,277M,274M,260M,342M,473M
Work in Progress,-,-,-,-,-
Raw Materials,271M,270M,275M,289M,330M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,697M,716M,932M,1.44B,1.47B
Miscellaneous Current Assets,618M,673M,890M,1.4B,1.42B
Total Current Assets,3.09B,3.11B,3.28B,4.24B,5.14B
"Net Property, Plant & Equipment",36.94B,41.16B,44.44B,46.75B,49.46B
"Property, Plant & Equipment - Gross",55.02B,60.43B,63.76B,66.58B,69.85B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",5.25B,5.51B,6.15B,6.88B,8.37B
Accumulated Depreciation,18.08B,19.27B,19.32B,19.83B,20.39B
Total Investments and Advances,2.35B,2.75B,3.13B,3.7B,3.33B
Other Long-Term Investments,2.21B,2.6B,2.96B,3.49B,3.11B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,-,-,-,-,-
Net Goodwill,-,-,-,-,-
Net Other Intangibles,-,-,-,-,-
Other Assets,3.6B,3.43B,3.12B,3.17B,3.26B
Total Assets,47.75B,52.7B,56.27B,60.67B,64.18B
Total Assets Growth,-,10.38%,6.78%,7.81%,5.79%
