Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,146.9M,457.3M,763.3M,1.21B,472.1M
Cash & Short Term Investments Growth,-,211.30%,66.91%,59.14%,-61.13%
Cash Only,146.9M,457.3M,763.3M,1.21B,472.1M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,2.55%,7.35%,6.67%,9.94%,4.04%
Total Accounts Receivable,83.7M,88.3M,49.8M,68.2M,72M
Total Accounts Receivable Growth,-,5.50%,-43.60%,36.95%,5.57%
"Accounts Receivables, Net",58.2M,63.9M,21.9M,37.7M,39.2M
"Accounts Receivables, Gross",58.5M,64.2M,23.1M,37.9M,39.5M
Bad Debt/Doubtful Accounts,(300K),(300K),(1.2M),(200K),(300K)
Other Receivable,25.5M,24.4M,27.9M,30.5M,32.8M
Accounts Receivable Turnover,96.54,96.38,156.77,105.51,133.75
Inventories,205.3M,207.3M,206.9M,190.8M,270.6M
Finished Goods,205.3M,207.3M,206.9M,190.8M,270.6M
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,117.7M,139.7M,81.4M,397.4M,364.7M
Miscellaneous Current Assets,101.8M,98.1M,63M,60.2M,89.9M
Total Current Assets,553.6M,892.6M,1.1B,1.87B,1.18B
"Net Property, Plant & Equipment",2.43B,2.55B,6.73B,6.65B,6.82B
"Property, Plant & Equipment - Gross",4.66B,5.04B,9.37B,9.49B,9.96B
Buildings,2.75B,2.99B,3.08B,3.21B,3.39B
Land & Improvements,141.5M,148.1M,126.5M,122.7M,126.2M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,2.23B,2.48B,2.64B,2.84B,3.14B
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,2.27B,2.26B,1.93B,1.91B,1.92B
Net Goodwill,1.18B,1.18B,1.04B,1.04B,1.04B
Net Other Intangibles,1.09B,1.08B,891.5M,873.2M,879.1M
Other Assets,216.1M,188.5M,189.7M,228.8M,218.8M
Total Assets,5.77B,6.22B,11.45B,12.22B,11.67B
Total Assets Growth,-,7.92%,83.96%,6.73%,-4.49%
