Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,956.5M,1.52B,1.4B,1.47B,1.22B
Cash & Short Term Investments Growth,-,58.59%,-7.54%,4.68%,-17.20%
Cash Only,714.1M,1.18B,1.18B,864.3M,769.5M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,17.97%,23.38%,19.38%,17.27%,14.66%
Total Accounts Receivable,537.3M,599.1M,602.8M,664.9M,699.1M
Total Accounts Receivable Growth,-,11.50%,0.62%,10.30%,5.14%
"Accounts Receivables, Net",456.9M,543.6M,514.6M,582.2M,643M
"Accounts Receivables, Gross",465.8M,552.3M,524.2M,591.5M,650.9M
Bad Debt/Doubtful Accounts,(8.9M),(8.7M),(9.6M),(9.3M),(7.9M)
Other Receivable,80.4M,55.5M,88.2M,82.7M,56.1M
Accounts Receivable Turnover,6.93,7.26,7.28,7.87,7.70
Inventories,607M,640.9M,802.3M,726.7M,875.5M
Finished Goods,350.7M,401.2M,525.6M,429.6M,541.7M
Work in Progress,144.8M,121.7M,140M,164.3M,177.4M
Raw Materials,111.5M,118M,136.7M,132.8M,156.4M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,186.1M,227.1M,283.3M,320.8M,305.4M
Miscellaneous Current Assets,131.8M,168M,208.2M,235.6M,195.4M
Total Current Assets,2.29B,2.98B,3.09B,3.18B,3.1B
"Net Property, Plant & Equipment",867.5M,1.14B,1.49B,1.64B,1.73B
"Property, Plant & Equipment - Gross",1.32B,1.65B,2.09B,2.29B,2.48B
Buildings,497.4M,619.8M,881.5M,1.01B,1.19B
Land & Improvements,90.7M,98M,97.6M,116.5M,116.3M
Computer Software and Equipment,92.4M,87.9M,94.2M,88.2M,87.5M
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,455.3M,512.3M,598.5M,654.6M,750.4M
Total Investments and Advances,506.3M,585.5M,801.6M,1.86B,1.28B
Other Long-Term Investments,483.8M,556.2M,766.5M,1.76B,1.17B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,1.46B,1.5B,1.5B,1.49B,1.45B
Net Goodwill,1.11B,1.17B,1.17B,1.17B,1.16B
Net Other Intangibles,343.2M,336.5M,331.4M,323.6M,285.2M
Other Assets,33.6M,101.8M,119.6M,88.6M,255.4M
Total Assets,5.32B,6.49B,7.24B,8.5B,8.29B
Total Assets Growth,-,21.87%,11.54%,17.49%,-2.47%
