Item,2018,2019,2020,2021,2022
Total Cash & Due from Banks,1.39B,973M,1.03B,1.24B,1.76B
Cash & Due from Banks Growth,-,-30.00%,5.96%,19.88%,42.23%
Investments - Total,15.66B,17.89B,30.75B,39.45B,24.38B
Investments Growth,-,14.24%,71.88%,28.30%,-38.21%
Trading Account Securities,88M,95M,107M,113M,92M
Federal Funds Sold & Securities Purchased,-,-,-,-,-
Federal Funds Sold,-,-,-,-,-
Securities Bought Under Resale Agreement,-,-,-,-,-
Treasury Securities,2.73B,2.79B,4.66B,2.99B,2.66B
Federal Agency Securities,-,-,-,-,-
State & Municipal Securities,-,-,-,-,-
Mortgage Backed Securities,9.32B,9.61B,10.37B,13.99B,16.35B
Other Securities,-,-,-,-,-
Other Investments,3.53B,5.4B,15.61B,22.35B,5.27B
Net Loans,49.49B,49.73B,51.34B,48.7B,52.79B
Gross Loans - Net of Unearned Income,50.16B,50.37B,52.29B,49.29B,53.4B
Commercial & Industrial Loans,31.98B,31.47B,32.75B,29.37B,30.91B
Consumer & Installment Loans,749M,729M,606M,564M,535M
Real Estate Mortgage Loans,15.92B,16.57B,17.41B,17.51B,20B
Lease Financing Loans,507M,588M,594M,640M,760M
Foreign Loans,1.01B,1.01B,926M,1.21B,1.2B
Broker & Financial Institution Loans,-,-,-,-,-
Unspecified/Other Loans,-,-,-,-,-
Unearned Income,-,-,-,-,-
Loan Loss Allowances (Reserves),(671M),(637M),(948M),(588M),(610M)
Customer Liability on Acceptances,4M,2M,1M,5M,3M
Loans - 1 Yr Growth Rate,-,0.48%,3.24%,-5.15%,8.41%
Loans (Total) / Total Deposits,-,-,-,-,-
Loans (Total) / Total Assets,-,-,-,-,-
"Net Property, Plant & Equipment",475M,786M,765M,771M,738M
Other Assets (Including Intangibles),3.63B,3.97B,4.07B,4.31B,5.43B
Other Assets,2.99B,3.33B,3.44B,3.67B,4.76B
Intangible Assets,639M,637M,636M,642M,667M
Interest Receivables,-,-,159M,143M,310M
Total Assets,70.95B,73.69B,88.13B,94.62B,85.41B
Assets - Total Growth,-,3.85%,19.60%,7.36%,-9.73%
Return On Average Assets,-,-,-,-,1.27%
