Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,109.14B,119.68B,136.69B,139.65B,113.76B
Cash & Short Term Investments Growth,-,9.65%,14.22%,2.16%,-18.54%
Cash Only,16.7B,18.5B,26.47B,20.95B,21.88B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,46.88%,43.37%,42.77%,38.87%,31.15%
Total Accounts Receivable,21.19B,27.49B,31.38B,40.27B,40.26B
Total Accounts Receivable Growth,-,29.72%,14.16%,28.31%,-0.03%
"Accounts Receivables, Net",20.84B,25.33B,30.93B,39.3B,40.26B
"Accounts Receivables, Gross",21.57B,26.08B,31.72B,39.85B,41.01B
Bad Debt/Doubtful Accounts,(729M),(753M),(789M),(550M),(754M)
Other Receivable,355M,2.17B,454M,966M,-
Accounts Receivable Turnover,6.46,5.87,5.81,6.39,6.98
Inventories,1.11B,999M,728M,1.17B,2.67B
Finished Goods,1.11B,999M,728M,1.17B,2.67B
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,4.24B,4.41B,5.49B,7.05B,8.11B
Miscellaneous Current Assets,4.24B,4.41B,5.49B,7.05B,8.11B
Total Current Assets,135.68B,152.58B,174.3B,188.14B,164.8B
"Net Property, Plant & Equipment",59.72B,84.59B,96.96B,110.56B,127.05B
"Property, Plant & Equipment - Gross",82.51B,115.15B,138.67B,159.97B,186.09B
Buildings,30.18B,39.87B,49.73B,58.88B,66.9B
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,30.12B,35.24B,45.91B,55.61B,66.27B
"Other Property, Plant & Equipment",5.37B,6.47B,7.71B,9.36B,10.89B
Accumulated Depreciation,22.79B,30.56B,41.71B,49.41B,59.04B
Total Investments and Advances,13.86B,13.08B,20.7B,29.55B,30.49B
Other Long-Term Investments,12.56B,11.78B,19.3B,28.05B,28.99B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,20.11B,22.6B,22.62B,24.37B,31.04B
Net Goodwill,17.89B,20.62B,21.18B,22.96B,28.96B
Net Other Intangibles,2.22B,1.98B,1.45B,1.42B,2.08B
Other Assets,2.69B,2.34B,3.95B,5.36B,6.62B
Total Assets,232.79B,275.91B,319.62B,359.27B,365.26B
Total Assets Growth,-,18.52%,15.84%,12.41%,1.67%
