Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,5.08B,4.08B,4.62B,4.33B,4.76B
Cash & Short Term Investments Growth,-,-19.83%,13.37%,-6.25%,9.95%
Cash Only,5.08B,4.08B,4.62B,4.33B,4.76B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,9.16%,7.87%,8.56%,7.51%,8.34%
Total Accounts Receivable,8.41B,7.69B,7.87B,7.91B,7.62B
Total Accounts Receivable Growth,-,-8.55%,2.33%,0.56%,-3.64%
"Accounts Receivables, Net",6.66B,6.53B,7.18B,7.91B,7.62B
"Accounts Receivables, Gross",6.82B,6.69B,7.38B,8.16B,7.97B
Bad Debt/Doubtful Accounts,(159M),(162M),(200M),(251M),(350M)
Other Receivable,1.75B,1.16B,687M,-,-
Accounts Receivable Turnover,3.67,3.76,3.42,3.52,3.69
Inventories,2.45B,2.39B,2.67B,4.51B,5.16B
Finished Goods,1.27B,1.2B,1.2B,1.68B,2.19B
Work in Progress,-,-,-,-,-
Raw Materials,1.17B,1.19B,1.48B,2.83B,2.97B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,1.33B,992M,1.34B,2.06B,2.88B
Miscellaneous Current Assets,1.33B,992M,1.34B,2.06B,2.88B
Total Current Assets,17.27B,15.14B,16.5B,18.81B,20.43B
"Net Property, Plant & Equipment",6.14B,6.05B,6.56B,6.5B,6.64B
"Property, Plant & Equipment - Gross",11.82B,11.9B,12.53B,12.45B,12.16B
Buildings,2.1B,2.2B,1.89B,1.75B,1.5B
Land & Improvements,294M,241M,89M,76M,74M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,5.68B,5.85B,5.97B,5.95B,5.52B
Total Investments and Advances,2.71B,2.7B,2.53B,2.67B,2.66B
Other Long-Term Investments,315M,443M,358M,458M,499M
Long-Term Note Receivables,4.76B,5.15B,5.11B,5.04B,4.51B
Intangible Assets,18.33B,19.43B,19.12B,19.33B,18.14B
Net Goodwill,17.54B,18.31B,18.02B,18.31B,17.4B
Net Other Intangibles,789M,1.13B,1.1B,1.02B,733M
Other Assets,3.89B,1.81B,2.42B,3.33B,2.62B
Total Assets,55.49B,51.8B,54.02B,57.7B,57.12B
Total Assets Growth,-,-6.65%,4.27%,6.82%,-1.00%
