Item,2018,2019,2020,2021,2022
Cash Only,784M,767M,900M,1.14B,1.26B
Cash Growth,-,-2.17%,17.34%,26.56%,10.97%
Total Investment Assets,16.73B,19.75B,21.54B,24.67B,22.43B
Investments Growth,-,18.01%,9.10%,14.50%,-9.09%
Total Fixed Income Securities Investment,10.69B,11.7B,12.34B,13.02B,12.13B
Bonds,10.69B,11.7B,12.34B,13.02B,12.13B
Redeemable Preferred Stock,-,-,-,-,-
Total Equity Securities Investment,5.92B,7.75B,8.86B,11.32B,9.84B
Common Stocks,5.74B,7.52B,8.54B,10.86B,9.45B
Non-Redeemable Preferred Stock,178M,234M,315M,453M,387M
Real Estate Assets,30M,29M,25M,36M,47M
"Mortgage, Policy & Other Loans",33M,32M,33M,31M,31M
Other Investments,60M,235M,290M,262M,374M
Yield On Investment,-,-,-,-,-
Premium Balance Receivables,1.64B,1.78B,1.88B,2.05B,2.32B
Premium Balance Growth,-,8.09%,5.74%,9.26%,13.10%
"Net Property, Plant & Equipment",195M,207M,213M,205M,202M
Investment in Unconsolidated Subs.,-,-,-,-,-
Other Assets (Including Intangibles),2.05B,2.25B,2.43B,2.68B,2.8B
Separate & Variable Account Assets,803M,882M,952M,959M,892M
Deferred Charges,772M,823M,856M,969M,1.07B
Tangible Other Assets,477M,542M,618M,748M,780M
Intangible Assets,-,-,-,-,61M
Total Assets,21.61B,24.97B,27.22B,31.02B,29.34B
Assets - Total - 1 Year Growth,-,15.58%,8.99%,13.99%,-5.43%
Return On Average Assets,-,-,-,-,-1.61%
